,hash_x,text,score_x,cosineSim_x,result_x,negative_ny,distortion,magnitude,category,quote,userid_x,time_x,hash_y,score_y,cosineSim_y,result_y,userid_y,time_y
10,3.69177e+18,"Now its time to see what is real who is real, who will stand by you and who will run. Time for a new beging new life.","[5, 5, 5, 5, 1, 1, 1, 1, 1, 0]",[0.8284960162272665],0.0,2.0,,,,,ec3dc451b8a811f05ace158a0d76e32e,2010-03-01 5:38:14,3.69e+18,"[5, 5, 5, 5, 1, 1, 1, 1, 1, 0]",[0.8284960162272665],0,ec3dc451b8a811f05ace158a0d76e32e,01/03/2010 05:38
11,-5.87255e+18,I'm so proud of myself and all of 1st platoon for giving there all and all of us finished MURPH under 1 hour,"[1, 1, 1, 1, 5, 1, 1, 1, 1, 0]",[0.8651180670174333],0.0,2.0,,,,,2dca898dfbdae6716a587adbfd99c542,2011-05-25 16:20:01,-5.87e+18,"[1, 1, 1, 1, 5, 1, 1, 1, 1, 0]",[0.8651180670174333],0,2dca898dfbdae6716a587adbfd99c542,25/05/2011 16:20
12,4.84195e+18,"its been one year, and this is the first time I've cried this much in months. I thought I got past this, but today has brought too many things back to mind. I miss her, she proved that the world really is a sick machine.","[1, 1, 1, 5, 1, 3, 1, 1, 0, 0]",[0.9011222664441634],0.0,1.0,,5.0,,,b4df192aa68519bad438920735e802c0,2011-01-08 3:54:15,4.84e+18,"[1, 1, 1, 5, 1, 3, 1, 1, 0, 0]",[0.9011222664441634],0,b4df192aa68519bad438920735e802c0,08/01/2011 03:54
13,-4.23687e+18,"VIRUS SPREADING LIKE WILDFIRE ON FB. ITS A TROJAN WORM VIRUS CALLED KOOBFACE. IT'LL STEAL YOUR INFO, INFEST YOUR SYSTEM AND SHUT IT DOWN. DO NOT OPEN THE LINK (BARACK OBAMA CLINTON SCANDAL)IF SOMEBODY CALLED /SMARTGRRL15/"" TRIES TO ADD U DON'T ACCEPT IT IS A VIRUS. IF SOMEBODY ON UR LIST ADDS THEM","[1, 1, 1, 1, 1, 1, 1, 1, 1, 0]",[0.9561886023869863],1.0,1.0,,3.0,,,fbd681e79ebca2cd9509218403f23ec6,2010-05-21 19:11:09,-4.24e+18,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 0]",[0.9561886023869863],1,fbd681e79ebca2cd9509218403f23ec6,21/05/2010 19:11
14,7.22545e+18,"Im having a cookout at my house on Sunday, July 11th. Id love to see my friends and their kids as well. Please let me know if you are coming and how many so I can get a headcount for food. Thanks! =)","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",[0.9357687276750216],0.0,,,,,,bf45ea766695c09187b2d67d0fe6da3f,2010-06-19 3:33:46,7.23e+18,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",[0.9357687276750216],0,bf45ea766695c09187b2d67d0fe6da3f,19/06/2010 03:33
15,-1.77141e+18,"Ther r relly only a few ppl n my friends list which i truly dnt kno, im proud 2 say... But they gone now lol","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",[0.8220946514362959],0.0,2.0,,,,,e72db17b733836675960851cda630ff1,2011-04-28 0:35:54,-1.77e+18,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",[0.8220946514362959],0,e72db17b733836675960851cda630ff1,28/04/2011 00:35
16,8.42e+18,"So... I gave Fred a bath today. He didn't hate it... but he didn't really like it either. At least, I don't think he hated it. He kept trying to slip out of the tub, and he did run around in circles trying to get the wet off... and I didn't get the water hot enough... but I don't think he HATED it or anything...","[1, 1, 1, 1, 1, 1, 2, 2, 1, 0]",[0.902838542368313],0.0,,,,,,994e0be0ec912bc380fbcaf8ed105401,2010-03-08 20:14:34,8.42e+18,"[1, 1, 1, 1, 1, 1, 2, 2, 1, 0]",[0.902838542368313],0,994e0be0ec912bc380fbcaf8ed105401,08/03/2010 20:14
17,8.80539e+18,"/A government big enough to give you everything you want is big enough to take away everything you have./"" - Thomas Jefferson""","[1, 5, 5, 4, 1, 5, 1, 1, 5, 0]",[0.9704446734639278],1.0,1.0,,2.0,,,2fba0f9dccc84f3516d8b553426af527,2010-03-29 17:07:28,8.81e+18,"[1, 5, 5, 4, 1, 5, 1, 1, 5, 0]",[0.9704446734639278],1,2fba0f9dccc84f3516d8b553426af527,29/03/2010 17:07
18,1.13839e+18,Cute Attitude of a gal:--> I am not waiting for a King.. I am waiting for the one who thinks that I am his Queen...!!!:):),"[1, 5, 5, 1, 5, 5, 5, 1, 7, 0]",[0.8512813969222633],0.0,2.0,,,,,fbc2e784739d0ced1e826120474ebe42,2011-03-08 13:10:29,1.14e+18,"[1, 5, 5, 1, 5, 5, 5, 1, 7, 0]",[0.8512813969222633],0,fbc2e784739d0ced1e826120474ebe42,08/03/2011 13:10
19,-8.00706e+18,"Feels Amazing! I am so happy right now! I helped a friend, and I am falling in love again...stupid love....If you want to hang out ask because I definitely don't have much to do most of the time. Although I also lost a friend. I made a decision.. I am not thinking much at all about running away or killing myself anymore and I will work as hard as I can on being happy.","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",[0.9219399742332124],0.0,2.0,,,,,8c393982479748c5a53acaa7a3717c71,2009-08-07 6:13:13,-8.01e+18,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",[0.9219399742332124],0,8c393982479748c5a53acaa7a3717c71,07/08/2009 06:13
20,6.99378e+18,"OMFG! i have a job! srry, i had to tell you facebook. ur my less liked stepchild of my social network babies. lmao","[1, 1, 3, 1, 3, 1, 7, 1, 1, 1]",[0.8672854914803346],0.0,2.0,,,,,94e74338be6a3b01c918bb2e90fc5d25,2010-02-08 3:42:30,6.99e+18,"[1, 1, 3, 1, 3, 1, 7, 1, 1, 1]",[0.8672854914803346],0,94e74338be6a3b01c918bb2e90fc5d25,08/02/2010 03:42
21,-5.58507e+17,"/You expect to watch girls with big fake tits? Those are SOOO 90s! Where have YOU been these past 10 years? In a dumpster behind the plastic surgery clinic watching Baywatch reruns?/""""","[1, 7, 1, 1, 1, 1, 1, 1, 1, 1]",[0.8886692394358947],0.0,1.0,,2.0,,,7597e9a96889f6b21b784f1465cf81f6,2010-03-01 7:41:26,-5.59e+17,"[1, 7, 1, 1, 1, 1, 1, 1, 1, 1]",[0.8886692394358947],0,7597e9a96889f6b21b784f1465cf81f6,01/03/2010 07:41
22,-7.09315e+18,"hey for anyone who is going to want to get a hold of me in the next few days. my phone is partially broken, with my inbox full and no way to delete it. so if you need to get a hold of me. give me a call and leave a message, thanks.","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",[0.9222276099700063],0.0,,,,,,6f2d87776863828d9f31150cedb78d56,2011-05-20 0:40:42,-7.09e+18,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",[0.9222276099700063],0,6f2d87776863828d9f31150cedb78d56,20/05/2011 00:40
23,9.09209e+18,"Ahaha! I'M BAACCCKKKK!!! Bring it on people! I'm back and feeling more confident than ever and if any of you try to hurt me or mess with me again, you don't deserve my attention! This is the new me and if you don't like it...get over it! =) And to all my","[1, 1, 1, 1, 5, 1, 1, 1, 1, 0]",[0.9157721279386929],0.0,1.0,2.0,2.0,blaming,,c0289bdb4cd4eda90653b2c84af61e03,2009-06-25 19:39:32,9.09e+18,"[1, 1, 1, 1, 5, 1, 1, 1, 1, 0]",[0.9157721279386929],0,c0289bdb4cd4eda90653b2c84af61e03,25/06/2009 19:39
24,-7.22346e+18,i wanted you to know how i feel but I thought that i would just keep it to myself. You don't need to know that whenever i hurt you it hurts me too. That after we parted i wanted you back so badly. That i wanted to take all those hurtful words that i've said. That i hope you'd come back and forgive me. That my love for you hasn't faded.,"[5, 1, 5, 1, 1, 5, 1, 3, 0, 0]",[0.8097215307581237],0.0,1.0,,4.0,,,f68268e212bc1ac0dff21524f6f73b3d,2010-12-28 9:42:21,-7.22e+18,"[5, 1, 5, 1, 1, 5, 1, 3, 0, 0]",[0.8097215307581237],0,f68268e212bc1ac0dff21524f6f73b3d,28/12/2010 09:42
25,-4.00816e+18,"Hehehe, this chapter is proving very fun to write: /It was a talent of mine; I had a strange connection with animals","[1, 1, 1, 1, 1, 1, 1, 1, 0, 0]",[0.8736995410886694],0.0,2.0,,,,,eaeabcfe25866f0455d349bae2450d88,2009-11-16 21:40:24,-4.01e+18,"[1, 1, 1, 1, 1, 1, 1, 1, 0, 0]",[0.8736995410886694],0,eaeabcfe25866f0455d349bae2450d88,16/11/2009 21:40
26,-8.48185e+18,"Just Got Back Cheyenne Taylor's House,  Fun *_*  She Kept Bringing Up The Subject Of Me getting A Boyfriend Though,  A W K W A R D","[1, 1, 1, 1, 1, 0, 0, 0, 0, 0]",[0.7470748068133476],0.0,1.0,,1.0,,,3fef95ce520c7d75408cd36ad6c4fdc6,2010-12-19 1:25:04,-8.48e+18,"[1, 1, 1, 1, 1, 0, 0, 0, 0, 0]",[0.7470748068133476],0,3fef95ce520c7d75408cd36ad6c4fdc6,19/12/2010 01:25
27,-6.38273e+18,| Ran four miles with my brother yesterday. No stopping. Its amazing what you can do when you put your mind to something. Eye of the Tiger! XD,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 0]",[0.905358791609495],0.0,2.0,,,,,1ab4754657079071f9831fe42b3eac49,2010-11-18 13:27:08,-6.38e+18,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 0]",[0.905358791609495],0,1ab4754657079071f9831fe42b3eac49,18/11/2010 13:27
28,2.78751e+18,s mind has decided to check out for a while. It left a note saying it should be back around 11 am tomorrow.,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",[0.8682200108043534],0.0,2.0,,,,,e0576e496b3bc5bd1046315ddb72646a,2009-08-25 0:10:00,2.79e+18,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",[0.8682200108043534],0,e0576e496b3bc5bd1046315ddb72646a,25/08/2009 00:10
29,8.39721e+18,"hahahahahahahahhahahahaahhaha god I hate my life! hahahahhaha! XD I just found out just after three days, my ex has a guy, she says a friend, who she makes out and kisses with! WOO! Wow. I should have known. I mean she kissed 12 guys in 7 years. come on joey. wake up!","[1, 1, 1, 1, 1, 0, 0, 0, 0, 0]",[0.8876888242784156],0.0,2.0,,,,,c70b15854118907c8f0a234e2ba44bbc,2010-02-27 2:43:14,8.4e+18,"[1, 1, 1, 1, 1, 0, 0, 0, 0, 0]",[0.8876888242784156],0,c70b15854118907c8f0a234e2ba44bbc,27/02/2010 02:43
30,-8.81727e+18,"I can't believe how beautiful the snow is!! 26 hours it has snowed and honestly, I could'nt tell you how many inches. Close to a foot and a half maybe?? Juno, our Jack Russell absolutely loves it!! My son and I stood in the snow and just fell backwards and laughed our butts off! I'm still 7-yrs-old!!!!!","[1, 1, 1, 1, 1, 1, 1, 1, 1, 0]",[0.8692370182148658],0.0,2.0,,,,,9f67231b558a8e1bf07dfcc5a1aa469c,2009-12-20 1:18:18,-8.82e+18,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 0]",[0.8692370182148658],0,9f67231b558a8e1bf07dfcc5a1aa469c,20/12/2009 01:18
31,-4.36541e+18,"Danny Wallace is quite possibly a genius  Shaun Hastings is pure brilliance   I mean, who else can say a line like  /Bloody third world country/""  /""You're talking about Italy?/""  /""No","[1, 1, 1, 1, 1, 1, 1, 1, 0, 0]",[0.8813847204022579],0.0,1.0,,2.0,,,4fe7be93853af48034fb053a0d0a7747,2011-01-04 20:53:49,-4.37e+18,"[1, 1, 1, 1, 1, 1, 1, 1, 0, 0]",[0.8813847204022579],0,4fe7be93853af48034fb053a0d0a7747,04/01/2011 20:53
32,3.18756e+18,"going to the hosptial........to volunteer, got to get my mind off my problems for a few hours before my head just explodes","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",[0.8672823589076963],0.0,1.0,,2.0,,,5c31d7d80e78643cd5289acec0561d77,2010-08-21 13:24:52,3.19e+18,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",[0.8672823589076963],0,5c31d7d80e78643cd5289acec0561d77,21/08/2010 13:24
33,-4.30008e+18,"According to the commander who planned the Osama mission, WATERBOARDING is wat got them the intel!!!  YES TERRORISTS SHUD B TORTURED 4 INFO","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",[0.8749329690772959],0.0,1.0,,3.0,,,e72db17b733836675960851cda630ff1,2011-05-04 0:02:55,-4.3e+18,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",[0.8749329690772959],0,e72db17b733836675960851cda630ff1,04/05/2011 00:02
34,3.95549e+18,*when the moon is a counterfeit*better find the one that fits*better find the one that lights the way for you*when the road is full of nails*garbage pails &darkened jails*&their tongues are full of heartless tales that drain on you*who would ever notice you?*you fade into a shaded room*&it's such a selfish way to lose*the way you lose these wasted blues*tell me that it's nobody's fault*nobody's fault*but my own*~beck,"[1, 1, 1, 1, 0, 0, 0, 0, 0, 0]",[0.8922326769062442],0.0,1.0,1.0,3.0,personalizing: nobody's fault but my own,,cf5a3f66c42918587a1428a6f7d7eec9,2010-05-20 0:27:25,3.96e+18,"[1, 1, 1, 1, 0, 0, 0, 0, 0, 0]",[0.8922326769062442],0,cf5a3f66c42918587a1428a6f7d7eec9,20/05/2010 00:27
35,7.56644e+18,They say true friends go long periods of time without speaking and never question their friendship. These friends pick up like they just spoke yesterday regardless of how long it has been or how far they live and they don't hold grudges. They understand life is busy but you will always love them. Re-post if you have at least 1 of these friends. I am privileged to say that I do!,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 0]",[0.9242703491198838],0.0,,,,,,41ef345410ba421410cb4d09c331aec3,2010-10-10 21:15:00,7.57e+18,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 0]",[0.9242703491198838],0,41ef345410ba421410cb4d09c331aec3,10/10/2010 21:15
36,-2.75327e+18,is back in reality...there is too much at stake here in Minnesota to worry about a few yahoos. Back to work!!,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 0]",[0.8623967458066533],0.0,1.0,,1.0,,,561398fccf4432b41202991b3d39623d,2010-03-12 14:44:15,-2.75e+18,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 0]",[0.8623967458066533],0,561398fccf4432b41202991b3d39623d,12/03/2010 14:44
37,5.39773e+18,"We had a good time at the neighborhood picnic//National Night Out, but it sure is nice to be back in the air conditioning.","[1, 1, 1, 1, 1, 1, 1, 1, 1, 0]",[0.8816783022209053],0.0,2.0,,,,,0e3fdb89c7706b13891170ab2a9017c7,2010-08-04 1:48:10,5.4e+18,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 0]",[0.8816783022209053],0,0e3fdb89c7706b13891170ab2a9017c7,04/08/2010 01:48
38,5.25993e+18,Holy crap it only been 10 min since i said night and it felt like 30 min wtf is up with tht  1 fly black guy,"[5, 5, 1, 3, 3, 1, 1, 5, 1, 0]",[0.8643851388129293],0.0,1.0,,2.0,,,5757a0be6a9fba552680eb1106df3673,2011-08-16 4:52:48,5.26e+18,"[5, 5, 1, 3, 3, 1, 1, 5, 1, 0]",[0.8643851388129293],0,5757a0be6a9fba552680eb1106df3673,16/08/2011 04:52
39,-8.20415e+18,"When you lose a part of yourself, to somebody you know. It takes a lot to let go, every breath that you remember. Pictures fade away, but memory is forever.","[9, 9, 3, 1, 5, 5, 3, 5, 1, 0]",[0.9596242257694816],1.0,1.0,,2.0,,,4717ae67c4c469d13ab7d7fa53a4d632,2010-12-03 17:35:00,-8.2e+18,"[9, 9, 3, 1, 5, 5, 3, 5, 1, 0]",[0.9596242257694816],1,4717ae67c4c469d13ab7d7fa53a4d632,03/12/2010 17:35
40,-6.56493e+18,"/Life is not measured by the number of breaths you take...But rather by the number of moments that take your breath away/"" Happy New Years everyone may 2010 go out with a bang and 2011 come with great rewards !!""","[2, 1, 2, 1, 1, 0, 0, 0, 0, 0]",[0.9441997266510027],1.0,2.0,,,,,5bc2ca97daf9ac35062d8cf92c4acb18,2010-12-30 15:56:45,-6.56e+18,"[2, 1, 2, 1, 1, 0, 0, 0, 0, 0]",[0.9441997266510027],1,5bc2ca97daf9ac35062d8cf92c4acb18,30/12/2010 15:56
41,-8.54417e+18,So are you guys aware that people actually post romantic ads on craigslist! I thought it was a joke And people put pictures up and shit.,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",[0.853311441363816],0.0,2.0,,,,,19f41b6facd7a78c3ceef4fec559cda7,2011-01-30 6:32:07,-8.54e+18,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",[0.853311441363816],0,19f41b6facd7a78c3ceef4fec559cda7,30/01/2011 06:32
42,5.562e+18,"Danielle has been through a lot this summer and especially over the past week with her dad. I hope you all, her friends on my list, will give her support and make her smile and laugh as much as possible. Also, please help her cope with the not so nice ppl that dont understand. Thanks, all. xoxox","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",[0.9432583873553262],0.0,2.0,,,,,bf45ea766695c09187b2d67d0fe6da3f,2010-09-13 0:54:31,5.56e+18,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",[0.9432583873553262],0,bf45ea766695c09187b2d67d0fe6da3f,13/09/2010 00:54
43,-7.02236e+18,"Was looking for phone and couldn't find it...Thought I put it in the washer machine by accident, which is running. Luckily I found it on my dresser.","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",[0.9220515890718234],0.0,2.0,,,,,98bcd7e7d81d569867b11f4c99f61d78,2011-02-21 23:30:55,-7.02e+18,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",[0.9220515890718234],0,98bcd7e7d81d569867b11f4c99f61d78,21/02/2011 23:30
44,8.40461e+18,"Interesting thoughts from a comedian I heard around a week ago, maybe. His daughter called him poo-poo head, and in adult speak she just called him.. Figure the rest out yourself, I think it's obvious now. :P","[1, 1, 1, 1, 1, 1, 1, 1, 1, 0]",[0.8601411848003603],0.0,2.0,,,,,74dbe25adb304907217314e9e1a61037,2010-07-24 16:52:56,8.4e+18,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 0]",[0.8601411848003603],0,74dbe25adb304907217314e9e1a61037,24/07/2010 16:52
45,-6.22361e+18,"we're driving to the dentsit so i ccan get my tooth pulled. well, half a tooth that never came out pulled.","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",[0.8586387542436269],0.0,2.0,,,,,97f81977a2a65e27bfc41ff2e3f6591e,2010-12-07 13:10:09,-6.22e+18,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",[0.8586387542436269],0,97f81977a2a65e27bfc41ff2e3f6591e,07/12/2010 13:10
46,-1.97508e+18,"So I just finished watching the Lion King with my family and now I'm coloring in my coloring book with 64 crayons(: Oh yeah, this brings back memories.","[1, 1, 1, 1, 1, 1, 1, 1, 1, 0]",[0.8866802287382183],0.0,2.0,,,,,1ed800d4d26b7ccf86d3efa1670c0f45,2011-01-10 0:33:47,-1.98e+18,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 0]",[0.8866802287382183],0,1ed800d4d26b7ccf86d3efa1670c0f45,10/01/2011 00:33
47,-5.86805e+18,"it normal dosent bother me when people talk or make refrance to a yaoi relationship but the kanda x allen one was gross! and the fact the named it yullen!?!? <----- they actualy named it, like roy x riza, as royai but that ok but thay named this one and it was creppy!","[1, 1, 1, 1, 0, 0, 0, 0, 0, 0]",[0.8652319155588213],0.0,2.0,,,,,cd86d1e6d68c3770eaec0db419dceb2f,2010-11-10 3:23:54,-5.87e+18,"[1, 1, 1, 1, 0, 0, 0, 0, 0, 0]",[0.8652319155588213],0,cd86d1e6d68c3770eaec0db419dceb2f,10/11/2010 03:23
48,3.972e+18,"Zac seemed unimpressed by my presee of the young ones but is now laughting like a drain, it was the totalitarian vegitables","[1, 1, 1, 1, 1, 1, 1, 1, 1, 0]",[0.8866927719281004],0.0,2.0,,,,,2549774d68d7ccbcba069afb45c7e237,2009-10-29 18:34:37,3.97e+18,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 0]",[0.8866927719281004],0,2549774d68d7ccbcba069afb45c7e237,29/10/2009 18:34
49,7.77625e+18,I have opinions of my own - strong opinions - but I don't always agree with them. ~ George W Bush,"[4, 2, 3, 1, 2, 1, 3, 4, 7, 0]",[0.9255972008851594],1.0,2.0,,,,,8da2d8c46591e28d575d5cc983ada549,2009-12-08 20:19:57,7.78e+18,"[4, 2, 3, 1, 2, 1, 3, 4, 7, 0]",[0.9255972008851594],1,8da2d8c46591e28d575d5cc983ada549,08/12/2009 20:19
50,-2.80577e+18,"I may be very careful with every thing, but it doesn't mean I'm afraid to sacrifice and lose. I only want to take things seriously with purpose, avoiding selfish reasons and repeated mistakes, to give the best things that I can for others, and of course considering what GOD may feel to all the decisions I make in different situations. My decisions are always selfless -- always for others' concerns!","[1, 1, 1, 1, 7, 1, 1, 1, 1, 1]",[0.9267318786415412],0.0,2.0,,,,,24101221320ffc7b3f48df5483596458,2011-01-03 15:17:19,-2.81e+18,"[1, 1, 1, 1, 7, 1, 1, 1, 1, 1]",[0.9267318786415412],0,24101221320ffc7b3f48df5483596458,03/01/2011 15:17
51,-7.82615e+18,"Research for Rett Syndrome was granted the $250,000 funding from Pepsi Refresh for the month of September. This is being matched by another agency. Thank you for all of the votes!","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",[0.8966236774268495],0.0,2.0,,,,,142635bd7f9ed8e4d8c292fa6ccd9aa4,2010-10-01 16:29:02,-7.83e+18,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",[0.8966236774268495],0,142635bd7f9ed8e4d8c292fa6ccd9aa4,01/10/2010 16:29
52,-2.05516e+18,"Just beat Golden Sun and typed a freaking HUGE password into Golden Sun: The Lost Ages so as not to lose all her stats, Djinn, and what not.","[1, 1, 1, 1, 1, 1, 1, 1, 1, 3]",[0.8788767085280307],0.0,2.0,,,,,a4a6525085ec9c8c72d5f2fc7eee7f6c,2009-06-15 21:24:41,-2.06e+18,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 3]",[0.8788767085280307],0,a4a6525085ec9c8c72d5f2fc7eee7f6c,15/06/2009 21:24
53,6.95667e+18,"Wow, Gotta love Bi-Mart pharmacy when their busy. Especially when they keep telling you 20 more minutes while you are feeling sick. 5 hours later I have HALF the prescriptions and I'm finally home, but have to go back again tomorrow... Grrrr","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",[0.8753979505320265],0.0,2.0,,,,,2af06a0d2c453ef4340280ae57348351,2010-09-22 23:20:00,6.96e+18,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",[0.8753979505320265],0,2af06a0d2c453ef4340280ae57348351,22/09/2010 23:20
