hash,text,count,cosineSim,label
8419998288002222871,"So... I gave Fred a bath today. He didn't hate it... but he didn't really like it either. At least, I don't think he hated it. He kept trying to slip out of the tub, and he did run around in circles trying to get the wet off... and I didn't get the water hot enough... but I don't think he HATED it or anything...",null,null,NotQuote
8805392711464838186,"/A government big enough to give you everything you want is big enough to take away everything you have./"" - Thomas Jefferson""","[0, 4, 4, 3, 0, 4, 0, 0, 4]",0.9704446734639278,quote
1138391008279341806,Cute Attitude of a gal:--> I am not waiting for a King.. I am waiting for the one who thinks that I am his Queen...!!!:):),"[0, 4, 4, 0, 4, 4, 4, 0, 6]",0.8512813969222633,suspect
-8007058544690690768,"Feels Amazing! I am so happy right now! I helped a friend, and I am falling in love again...stupid love....If you want to hang out ask because I definitely don't have much to do most of the time. Although I also lost a friend. I made a decision.. I am not thinking much at all about running away or killing myself anymore and I will work as hard as I can on being happy.",null,null,NotQuote
6993778448833038462,"OMFG! i have a job! srry, i had to tell you facebook. ur my less liked stepchild of my social network babies. lmao","[0, 0, 2, 0, 2, 0, 6, 0, 0, 0]",0.8672854914803346,suspect
-558506945428470492,"/You expect to watch girls with big fake tits? Those are SOOO 90s! Where have YOU been these past 10 years? In a dumpster behind the plastic surgery clinic watching Baywatch reruns?/""""",null,null,NotQuote
-7093146724689865309,"hey for anyone who is going to want to get a hold of me in the next few days. my phone is partially broken, with my inbox full and no way to delete it. so if you need to get a hold of me. give me a call and leave a message, thanks.",null,null,NotQuote
9092085913577226460,"Ahaha! I'M BAACCCKKKK!!! Bring it on people! I'm back and feeling more confident than ever and if any of you try to hurt me or mess with me again, you don't deserve my attention! This is the new me and if you don't like it...get over it! =) And to all my",null,null,NotQuote
-7223455346501037832,i wanted you to know how i feel but I thought that i would just keep it to myself. You don't need to know that whenever i hurt you it hurts me too. That after we parted i wanted you back so badly. That i wanted to take all those hurtful words that i've said. That i hope you'd come back and forgive me. That my love for you hasn't faded.,"[4, 0, 4, 0, 0, 4, 0, 2]",0.8097215307581237,suspect
-4008155408560105247,"Hehehe, this chapter is proving very fun to write: /It was a talent of mine; I had a strange connection with animals",null,null,NotQuote
-8481852109566968318,"Just Got Back Cheyenne Taylor's House,  Fun *_*  She Kept Bringing Up The Subject Of Me getting A Boyfriend Though,  A W K W A R D",null,null,NotQuote
-6382733216591728710,| Ran four miles with my brother yesterday. No stopping. Its amazing what you can do when you put your mind to something. Eye of the Tiger! XD,null,null,NotQuote
2787511116943187386,s mind has decided to check out for a while. It left a note saying it should be back around 11 am tomorrow.,null,null,NotQuote
8397209193985807545,"hahahahahahahahhahahahaahhaha god I hate my life! hahahahhaha! XD I just found out just after three days, my ex has a guy, she says a friend, who she makes out and kisses with! WOO! Wow. I should have known. I mean she kissed 12 guys in 7 years. come on joey. wake up!",null,null,NotQuote
-8817270470677359476,"I can't believe how beautiful the snow is!! 26 hours it has snowed and honestly, I could'nt tell you how many inches. Close to a foot and a half maybe?? Juno, our Jack Russell absolutely loves it!! My son and I stood in the snow and just fell backwards and laughed our butts off! I'm still 7-yrs-old!!!!!",null,null,NotQuote
-4365406984461819311,"Danny Wallace is quite possibly a genius  Shaun Hastings is pure brilliance   I mean, who else can say a line like  /Bloody third world country/""  /""You're talking about Italy?/""  /""No",null,null,NotQuote
3187561017393351019,"going to the hosptial........to volunteer, got to get my mind off my problems for a few hours before my head just explodes",null,null,NotQuote
-4300079301478947572,"According to the commander who planned the Osama mission, WATERBOARDING is wat got them the intel!!!  YES TERRORISTS SHUD B TORTURED 4 INFO",null,null,NotQuote
3955486965401877403,*when the moon is a counterfeit*better find the one that fits*better find the one that lights the way for you*when the road is full of nails*garbage pails &darkened jails*&their tongues are full of heartless tales that drain on you*who would ever notice you?*you fade into a shaded room*&it's such a selfish way to lose*the way you lose these wasted blues*tell me that it's nobody's fault*nobody's fault*but my own*~beck,null,null,NotQuote
7566436534720373583,They say true friends go long periods of time without speaking and never question their friendship. These friends pick up like they just spoke yesterday regardless of how long it has been or how far they live and they don't hold grudges. They understand life is busy but you will always love them. Re-post if you have at least 1 of these friends. I am privileged to say that I do!,null,null,NotQuote
-2753268018137730421,is back in reality...there is too much at stake here in Minnesota to worry about a few yahoos. Back to work!!,null,null,NotQuote
5397734689699466641,"We had a good time at the neighborhood picnic//National Night Out, but it sure is nice to be back in the air conditioning.",null,null,NotQuote
5259934857842464115,Holy crap it only been 10 min since i said night and it felt like 30 min wtf is up with tht  1 fly black guy,"[4, 4, 0, 2, 2, 0, 0, 4, 0]",0.8643851388129293,suspect
-2886634754473003317,"┬ôAll changes, even the most longed for, have their melancholy; for what we leave behind us is a part of ourselves; we must die to one life before we can enter another./ ~ Anatole France""","[3, 2, 4, 4, 4]",0.9877634786664932,quote
-8204154836118673922,"When you lose a part of yourself, to somebody you know. It takes a lot to let go, every breath that you remember. Pictures fade away, but memory is forever.","[8, 8, 2, 0, 4, 4, 2, 4, 0]",0.9596242257694816,quote
-6564930637796757714,"/Life is not measured by the number of breaths you take...But rather by the number of moments that take your breath away/"" Happy New Years everyone may 2010 go out with a bang and 2011 come with great rewards !!""",null,null,NotQuote
-8544173080308897391,So are you guys aware that people actually post romantic ads on craigslist! I thought it was a joke And people put pictures up and shit.,null,null,NotQuote
5562000771536175381,"Danielle has been through a lot this summer and especially over the past week with her dad. I hope you all, her friends on my list, will give her support and make her smile and laugh as much as possible. Also, please help her cope with the not so nice ppl that dont understand. Thanks, all. xoxox",null,null,NotQuote
-7022356102413130595,"Was looking for phone and couldn't find it...Thought I put it in the washer machine by accident, which is running. Luckily I found it on my dresser.",null,null,NotQuote
6117708684104897677,"┬ôLove is not a feeling. Love is an action, an activity. . .Genuine love implies commitment and the exercise of wisdom. . . . love as the will to extend oneself for the purpose of nurturing one's own or another's spiritual growth.....true love is an act of will that often transcends ephemeral feelings of love or cathexis, it is correct to say, 'Love is as love does'.┬ö ~ M. Scott Peck",null,null,NotQuote
8404605028619888154,"Interesting thoughts from a comedian I heard around a week ago, maybe. His daughter called him poo-poo head, and in adult speak she just called him.. Figure the rest out yourself, I think it's obvious now. :P",null,null,NotQuote
-6223613764255962323,"we're driving to the dentsit so i ccan get my tooth pulled. well, half a tooth that never came out pulled.",null,null,NotQuote
-1975080641146377094,"So I just finished watching the Lion King with my family and now I'm coloring in my coloring book with 64 crayons(: Oh yeah, this brings back memories.",null,null,NotQuote
-5868050356511424809,"it normal dosent bother me when people talk or make refrance to a yaoi relationship but the kanda x allen one was gross! and the fact the named it yullen!?!? <----- they actualy named it, like roy x riza, as royai but that ok but thay named this one and it was creppy!",null,null,NotQuote
3971996577966871417,"Zac seemed unimpressed by my presee of the young ones but is now laughting like a drain, it was the totalitarian vegitables",null,null,NotQuote
7776252401417006640,I have opinions of my own - strong opinions - but I don't always agree with them. ~ George W Bush,"[3, 1, 2, 0, 1, 0, 2, 3, 6]",0.9255972008851594,quote
-2805771684915734477,"I may be very careful with every thing, but it doesn't mean I'm afraid to sacrifice and lose. I only want to take things seriously with purpose, avoiding selfish reasons and repeated mistakes, to give the best things that I can for others, and of course considering what GOD may feel to all the decisions I make in different situations. My decisions are always selfless -- always for others' concerns!",null,null,NotQuote
-7826149786459732035,"Research for Rett Syndrome was granted the $250,000 funding from Pepsi Refresh for the month of September. This is being matched by another agency. Thank you for all of the votes!",null,null,NotQuote
-2055157290612392561,"Just beat Golden Sun and typed a freaking HUGE password into Golden Sun: The Lost Ages so as not to lose all her stats, Djinn, and what not.",null,null,NotQuote
6956669389287274092,"Wow, Gotta love Bi-Mart pharmacy when their busy. Especially when they keep telling you 20 more minutes while you are feeling sick. 5 hours later I have HALF the prescriptions and I'm finally home, but have to go back again tomorrow... Grrrr",null,null,NotQuote
3197604412012166433,"Godsaw  you get tired and a cure was not to be. So, he put his arms around you  & whispered /come with me/"". With tearful eyes",null,null,NotQuote
-7840119204002417713,Mock the week makes me lawl. GOD im soooooo tired  hmmmmmmmm there r voices in my head and they say... hiyaaaaaaa,null,null,NotQuote
-6513470120417816088,Plan B's song Suzanne is a bit scary...in particular the bit with the chainsaw noise and the screaming. Not nice to listen to in a dark room when your trying to get to sleep...especially when you're not expecting it. =//,null,null,NotQuote
-900559816843398416,"64: You really are cute. And despite our great differences in perspective, and the wide canyon between our worldviews, I think you're an intelligent and thoughtful human being, intrinsically capable of great things. I like that I sat down next to you at that party and we were near instant-friends.",null,null,NotQuote
6351438419190891757,OH NO!!! I completely messed up the due dates! So now I have to do 2 weeks worth of work in 1. Ok...I can do this! *faints*,null,null,NotQuote
4395671099111793260,no matter where u go there's always one employee who's a slight liability issue - like the elderly hca who decides to write on ur fluid//pain score charts without speaking to u then continues to repeatedly drop the charts before offerin u some burnt toast several times as she forgot ur answer *tut*,null,null,NotQuote
-1509800337850052943,Anyone seen that episode of How I Met You Mother where Barney runs a marathon and then ends up stuck on a train because he cant move his legs? Thats probably gonna be me today...,null,null,NotQuote
-4151301793467291567,"6 meals a day. I don't know how I'm going to fit that into my work schedule, lol. I guess I could take a break every now and then...",null,null,NotQuote
3677773367376889705,Officially the most awkward day in a long time. Though I can say that Writing class has never been more interesting.,null,null,NotQuote
7646585937852031078,"i We perceive things with our mind not with our eyes, It doesn't matter what others see but... what do you see?",null,null,NotQuote
1827519114764588615,"Yes, I believe empty is the right word for it. After all, it's been the right word for quite some time now.",null,null,NotQuote
6621431641827057004,Leviathan Says : Im the destroyer so dunt ever call me lame or ill kill you all arghhhhh i jjust cant take it wat is this inside of my head i just cant seem 2 kill it i wanna kill my self,null,null,NotQuote
-2290412893157860622,"Well, that's awfully depressing. Can't you wait till I'm 21 to have your final shows then? Please? I'm aaaaalmost there.. Kind of. ...Wait, some sites say 21+ and others say All Ages. Uhg. Will someone help me figure out if the shows in early April for 'Sleepytime Gorilla Museum' are doable or not? Pleeeeeaaaaase? I wanna go real bad.. Even if it is a state away...",null,null,NotQuote
6501033091462188210,"Waiting for my friends to get back from their camping trip. It's been fun watching their beasties this weekend, but i need a nap! <3 my evil monster babies",null,null,NotQuote
-412789825264139277,It's almost time for me to re-order some checks....I normaly use ChecksUnlimited...But their prices seem to be a little steep...does anyone use anything different? I saw wal-mart offers check printing on their website but i don't know how reliable they are...any feed back would be awesome!,null,null,NotQuote
4228573116023183409,"I'm sick of most of the people @ Sanderson now. Most have the cognitive processes of /Does the Square Peg fit into the Round Hole? No? Well maybe the Square Peg does./""  *sigh* Dumbasses""",null,null,NotQuote
-8387944397976200345,I am so happy today I cannot even put it into words. I hope that all of my friends are as happy,null,null,NotQuote
-7924313302212367924,"For people who are too simillar,  It is easy for mutual attraction,  and for mutual hared   -Summer's Desire Ep 2 pt 1",null,null,NotQuote
2566049866437926911,"First day of being graduated and feelin' the stress already. Gotta Take the Accuplacer tomorrow, Friday I got a mini-graduation thing at my school. Then I gotta talk to my counselor and turn in some letters for my FAFSA, which will hopefully be done by then. And Then after all that i need to start thinking about jobs and stuff.",null,null,NotQuote
6882153867877644446,"Okay... so via magic I have the 24th, 25th, and 26th off of work.... How the heck did that happen? Guess it gives me time to catch up on the 20 pages of writing I fell behind on, but I'm going to go crazy with that much free time lol.",null,null,NotQuote
-2713035707601771251,"is finally getting more tests done tomorrow, and would like for everyone to either cross their fingers or pray to their favorite deity in hopes that it isn't something serious.","[6, 0, 0, 0, 0, 6, 2, 4, 0, 0]",0.8629241790751514,suspect
6780908523747662338,aahhh... screening and selection interview today to determine if I can continue in the social work program and graduate next spring...,null,null,NotQuote
8805689935133777806,"Just got my ACT results back, and they prove I was correct all along:  I am in fact mentally retarded.",null,null,NotQuote
2640425921243943265,/I have done this thing because it is just! Blood demands blood. We have lived and lost at the whims of our masters for too long. I would not see the passing of a brother for the purpose of sport. I would not see another heart ripped from chest or breath forfeit for no cause. I know not all of you wish this. Yet it is done. Join with us,"[3, 4, 2, 2, 0, 0, 0, 4, 0]",0.9841389884497492,quote
8705050631182736441,"7: I wish I could draw as well as you. You're like, really really talented~ o: ? And also really nice, and you have very pretty eyes.. :)",null,null,NotQuote
-3386466640675799433,*Oprah giveaway voice*   I got an OFFEEEEEEEEEEEEEEEEEERR!!!!!  And YOU get an offer! And YOU get an offer! And YOU and YOU and YOU get an offer!!! You ALL get to take home an OFFER!   *crowd goes psycho crazy wild*,null,null,NotQuote
-5449336581584135212,Good god people. STFU about Friday already. Does anyone have anything else better to do than watch youtube all the time?,null,null,NotQuote
-1006985000637811425,Kumusta na kaya yung English teacher ko nung 1st year high school. She should probably know that it's partly her fault I ended up studying creative writing in UP.,null,null,NotQuote
-8044363885857324716,I have now actually finished all my PTTLS (teacher training) coursework. I dont ever want to have write anouther essay or sit anouther goddamn exam ever again.,null,null,NotQuote
5230609483438940598,So I just heard Crag Ownes was let go from Chiodos. I am sad. I think I just might cry. >.<,null,null,NotQuote
-6373530957418005127,I believe that everything happens for a reason. People change so that you can learn to let go. Things go wrong so you can appreciate them when they┬Ære right. You believe lies so eventually you trust no one but yourself. And sometimes good things fall apart so better things can fall together ~ Marilyn Monroe,null,null,NotQuote
-7187184706576015862,"They better get a good guy to play Mr. Crocker, not someone who's horridly ugly. I would probably cry myself to sleep because of crushed dreams. xDDDD",null,null,NotQuote
3284901947313433210,is thinking of standing on the side of the highway exit with a cardboard sign asking for donations to help remodel the kitchen.,null,null,NotQuote
-8114489042938476347,I don't know who's crazier{ me frantically looking for my cell phone while talking on it or the ones trying to help me find it while watching me talk on it.lol,null,null,NotQuote
6256845113369720424,Everything is a form of art. My favorite is the art of the human mind. Every stroke of the brush is a thought. The personality would be the big picture. Like all art every mind is beautiful. An open mind is my favorite for the colors they paint make me feel inspired! :),null,null,NotQuote
4440987166878503874,pfft. fuck you la ! iknow you hate me bah. aku lagi banci kau. bangga ~ so don't try to act good to me. fuck off !,null,null,NotQuote
-6691118684223574184,Got my bonus....you know what that means?!?! Time to get me and my Dads tickets to Spain!!!!!!! Cannot wait to share the experience with him!!!!!,null,null,NotQuote
-7315861127627601392,"If I am to speak ten minutes, I need a week for preparation; if fifteen minutes, three days; if half an hour, two days; if an hour, I am ready now.   - Woodrow Wilson","[1, 3, 3, 2, 1, 1, 0, 4, 0, 0]",0.9876497339343898,quote
481502014482686812,"my tummy hurts, Matthew's at work, and I'm pretty sure if my Wii were a person it'd be wondering why I keep giving it death stares. Can it be the weekend yet? =(",null,null,NotQuote
6376540314688551400,"Bruising, severe hangover, cuts and a blister from last nights BBQ and Bulldog sessions. Credit to Matt for telling me to stop drinking at some point which literally saved my soul today ;-D",null,null,NotQuote
-6408230999763379786,"will sort out sending info to Place2be to get identity card done today me thinks, top up the potatoe tubs so as to have home grown spuds, and plant out the carrots, spend the morning looking after a friends daughter today is looking a good day",null,null,NotQuote
1575839462831906493,Grr. Why can't people just tell you how they feel? It wuld make a few things in the world a lot easier.,null,null,NotQuote
8793284034865838422,"Fall to your knees, is what you told me. How can I believe? When you live a lie to my face, it's nothing new to me..","[8, 4, 2, 2, 8, 2, 0, 4]",0.9526050933695651,quote
7423260728607751305,1 vodka : ) 2 vodka : ) 3 vodka : ) DOOR! 5 vodka : ) 6 vodka : ) 7 vodka : ) FLOOR! : ),null,null,NotQuote
3816018292188875374,"Emmelyne Kim, I reserved a place at Victoria and Albert's! Fri July 1, 5:30pm :D I gave them your full name X)",null,null,NotQuote
-5552751969430837901,How sad. I ran from my room to the bathroom and I'm already tired... I need a exercise buddy... WHO'S ACTUALLY SERIOUS ABOUT IT UNLIKE SOMEONE. ... You know who you are... *Glares*,null,null,NotQuote
-3430117968530749605,"Hey. So. Thank you for all the birthday wishes. :) And my locker number is C-5280. If you would like AN APPETIZING AND ABSOLUTELY ADORABLE CUPCAKE, you should stop by before school between 7:15 and the second warning bell. Okay? Okay. Goodnight. :)",null,null,NotQuote
6843608326280420635,"hey today was chinese new year.../Happy New Year to my Chinese friends. And happy nothing to most people I know.┬ö Homer Simpson""",null,null,NotQuote
4765701826385622873,I feel like I should have mentioned Heidi Montag in my essay which had a part about society being obsessed with bodily perfection.,null,null,NotQuote
345141120126129952,has had a pretty good day today ... especially in French were she had half a bag of dolly mix ... tasty,null,null,NotQuote
1941008520559684770,is at Megan's party with Parmooney. And clyde (who rhea thinks is gay). And Rhea. And a whole ton of people.,null,null,NotQuote
3583265224855510166,"Going to church doesn't make you a holy person any more than going to a garage makes you a mechanic.   A disposition towards inquiry deprived the feline of its vital state, Otherwise known as - Curiosity killed the cat   A lie well stuck to is as good as the truth.",null,null,NotQuote
-5576974325292944380,Waiting for mi ramen noodle in a cup to cook... who says you need boiling water? all i need is a sink :),null,null,NotQuote
5242889677370111064,can't believe that darling DAFFY DUCKY is on MSN at the same time as her so she's making the most of the time. MISS YOU DUCK!,null,null,NotQuote
-8167831187062085273,Why is it that no matter HOW my life is actually GOING I'm almost always depressed for a reason I can't seem to put my finger on. Or maybe I'm just confusing boredom with depression... I MAY do that because I find when I'm depressed I tend to be bored. Can't think of anything to do! And I be unhappy.,null,null,NotQuote
-106064718486064328,"a friend invited me to watch scott pilgrim today, this will be the second in a week but i dont mind at all, that movie was AMAZING!!!",null,null,NotQuote
-7466279768499305447,"is tired and probably sick but likes to stay positive and think its just allergies(pretty sure thats spelled wrong too). But had an amazing time at a murder mystery party being the main investigator, and was close to getting the right answer but didn't have enough information. He also intends to finish polishing an essay for english that is way longer than any essay really has the right to be.",null,null,NotQuote
3107294482636820396,"Sitting Here listening To Lady Gaga C:  School Tomorrow For Columbus Public Kiddies,  Didn't Finish My Art Project, I PRAY Mrs.Boggs Doesnt Kill Me,",null,null,NotQuote
-8636335459030841846,GUNS ARE GUYS ROSES ARE GIRLS SO GUNS N ROSES LOL anyway have a fucking great day fucking bitch sorry 4 my language as im trying 2 tell some bitch out there the person who reads this know it,"[4, 0, 2, 2, 0, 0, 0, 0, 0, 0]",0.9030612714182868,suspect
-5673174021293322092,The third-rate mind is only happy when it is thinking with the majority.  The second-rate mind is only happy when it is thinking with the  minority. The first-rate mind is only happy when it is thinking. ┬ùA. A. Milne,null,null,NotQuote
-3835077874256063964,"...I got more on my mind than I ever told, I got pain that you never felt. I got the scars, I can deal with it on my own. I've got stories that I'll never tell, but maybe it's just as well. Cause you don't know me, you don't wanna know it's real, and I'm not sorry for who I am for what I feel, cause you don't know me...","[4, 4, 4, 4, 4, 0, 0, 0]",0.9124083193059956,suspect
4563049266012182342,? And now I realise//I should've kissed you in LA//But I drove home all alone//As if I had a choice anyway~ ?,"[2, 0, 2, 2, 4, 0, 0, 0]",0.8862665469398482,suspect
-841478165005770520,"Ok, now the AC guy isn't coming cause /they received the wrong part./"" What a bunch of BS. Now we have to wait until Thursday...""",null,null,NotQuote
-5697108418756131819,"No, it's not a good morning, and it most definitely will not be a good day. Effing Mondays. I hate them!",null,null,NotQuote
-4179550355113585928,"umm,, i jus really realized how non-intelligent Co-Co Chanel's quotes are.  for example: /In order to be irreplacable you must be different./""  thats jus redundant.""",null,null,NotQuote
-1297156288417517284,"Here's to the rubble, a brick through every window, a casket buried six feet deep for everybody's hero. Here's to our lives being meaningless, and how beautiful it is because freedom doesn't have a purpose!",null,null,NotQuote
7958173582421375175,"Nothing others do is because of you. What others say and do is a projection of their own reality, their own dream. When you are immune to the opinions and actions of others, you won┬Æt be the victim of needless suffering. ~ Don Miguel Ruiz, THE FOUR AGREEMENTS","[2, 0, 0, 4, 4]",0.9609820681022755,quote
8785750699707701419,"watching Roseanne yay and it's the older season, if I'm not mistaken, the first season, my favorite one! :D and I'm putting together a Christmas gift I made for the house, it's a sentimental type of gift",null,null,NotQuote
4770987693016935363,"[I][B] [//] [//][I][B]An oil field hand is missing his family while providing a service that keeps you on the road and with many comforts of the modern age. In the minute it takes you to read this, oil field workers are working hard while sweating out a living for their families. It's /Oil Field Workers' Appreciation Week./"" [//] [//] :bravo:""",null,null,NotQuote
-6182398836466353279,I haven't been this scared of myself in a long time..in fact theres only two things i'm truly afraid of but now there's 3. Also two blisters x.x i still have scars from previous ones. Meh party saturday i'm way excited :),null,null,NotQuote
2334646856816445151,"A facebook challenge...During this couple of weeks before Easter, I am out to prove that my friends will repost, I hope I am right!!! Easter is not about bunnies, chicks, or chocolate eggs. Let's lift up God's name and make a statement!! When Jesus died on the cross he was thinking of You and Me. If you are not ashamed to call Jesus Christ your savior, copy and repost",null,null,NotQuote
-7413534667000565498,I am so depressed and so angry at my life right now. I just want it ALL to go away. I want to roll up in a corner and fall asleep forever. I am so tired of disappointing everyone and disappointing myself. I am tired of making everyone's life harder... in 2 days I will be 24 and I have accomplished NOTHING. All I want is to make everyone happy... but you can't make EVERYONE happy. Why's life so freakin hard?,null,null,NotQuote
-7717675438066376401,"Facebook NEIGHBOR APPRECIATION DAY ! If you appreciate your gaming friends for all their help & moral support they give you, then let them know by posting this on your wall. I truly appreciate my friends ... without them this wouldn't be nearly as much fun. I have GREAT neighbors, Thank you all -- you are the best",null,null,NotQuote
-3757435939277361571,"Friend who should not be named: I need to keep friends like these, just on the off chance Hell grades on a curve...",null,null,NotQuote
6145821898526433203,"I really do have some amazing people in my life who make everyday better! My lovely Mummy, Brandon, Katie, Heather, Kyla, Catherine, Madeline, Bethany, Daniel, Travis, Charity, Rachel, Sharon <3",null,null,NotQuote
-2832027562856831537,"Do something too much, it becomes a habit.  Use something too much, it becomes an addiction.  Think something too much, and it becomes a reality.",null,null,NotQuote
-5116723258395214653,"On Sat, July 24th at 4pm theres a benefit for Terrell Maxwell at On Deck. Next to the softball fields on 11th and 12th in Hess. Everyone come out and donate! The benefit is to help cover the cost of funeral expenses... Please pass this on! RIP Terrell - Youll never be forgotten!",null,null,NotQuote
-2652394520124180725,"Eric did it, so I'm doing it, too. OK, here we go... HOW DID WE MEET? Copy and paste this phrase on your profile after you answer for me.",null,null,NotQuote
5621983801926263536,"I went out with a zombie vampire (Dante), Joker (Doug), Fairy Princess (Keili), Jack Sparrow (Andrew), and The Wicked Witch of the East (Schala). What a night got tons of candy to check for razor blades and poison ;) ;) Goodnight my loves <3",null,null,NotQuote
-278286111879906551,"To all my girls from bootcamp: I'm so proud of you all. We made it! Just remember, never stop or get comfortable where you are. Keep on moving and you will truly live. I love you all because we shared something we'll never forget. Keep on pushing forth and taking down all life throws at you...and if your lucky, we just might meet again. Lmao, it never stops xxx",null,null,NotQuote
3519139186234796836,"the show 'chopped' is both interesting and maddening. Also, I often really dislike at least one of the chefs on it...",null,null,NotQuote
7528624734919302843,has realised that his sister is now officially cool now she works for SCEE. (At least in a guy sense),null,null,NotQuote
-3875127936990092528,Y is it that something tragic has to happen in order to bring America togather instead of great moments of glory doesnt i just dont get it can someone tell mek?,"[2, 2, 0, 0, 4, 0, 0, 0, 4, 4]",0.9442510875100554,quote
3459397139324385093,"Come party with Ardale, Daryl, Derrick, Diego,&  Steven! You won't be disappointed!!! Come one! Come All! No  seriously. We'll be personally insulted & offended if we don't  ...see all you guys come ...out! 201 N Citrus Ave Covina  Location: 3 Vino's! Time:7:00 - 10PM Monday,  August 9th",null,null,NotQuote
-402409468995648645,has just watched Grave of the Fireflies and really needs a hug. It's the most depressing movie I've ever seen. =[,null,null,NotQuote
7662008310431603857,"Because I get stoopid, I mean outrageous Stay away from me if you're contagious 'Cause I'm the winner, no, I'm not the loser To be an M.C. is what I choose 'a.... Woooo Rockin and studying school day 3",null,null,NotQuote
908678748137333712,"Everyone, I would like you to bow to me. I have just completed a 4 page essay in 2 hours! BOO YAH!!!",null,null,NotQuote
-3400960313258758539,"why does fbook keep on telling me to add ppl i dont even know but somehow share 40+ friends with?? i dont care!! then when i add them, it doesnt even work and it keeps telling me to do it!!! and its always the SAME names!",null,null,NotQuote
-3083890181222807675,"got $100 in cash, a $50 ebay gift card, a cute necklace, a charm for my pandora bracelet, ponyo on dvd, $25 to macys, and $10 to barnesandnoble! o, & thanks steph so much 4 the $25 visa gift card!!!",null,null,NotQuote
-1824187485506636111,"Has been thinking: 1- get them stoned then they wont want to loot anything, they'll be sad they burned down greggs and 2- this solves the problem with there not being enough uni places for all the applicants, because now these t#@t's wont be allowed to go :D",null,null,NotQuote
-6791114425272524865,".We like rodeos and tractor pulls, We ride four-wheelers and shoot guns, We go fishin and huntin, I wouldn't call us tomboys. We're just Country Girls :)","[0, 0, 0, 4, 2, 6, 2, 0]",0.8868146424109227,suspect
-2397856261720395775,"Actually made an EPIC MEAL TIME MAC AND CHEESE dish XD.... turned out alright! O_O CREAM CHEESE, LOX, CAPERS, RED ONION.... so manly, transforms the definition of mac and cheese >:D.",null,null,NotQuote
6772152291993711433,Thank you ma'dam... You always appreciate me...   I want you to know that I am appreciating you too so much.   Can I have your brain? You're very intelligent! But still very humble.   THANK YOU SO MUCH!  You alwAys make me feel good inside...,null,null,NotQuote
-56980602121633907,"/Can you feel my heartbeat/"" :D I haven't heard this song is so long... I freaking LOVE this song so much! :D :D /""listen to my heart.beat./""""",null,null,NotQuote
