hash,text,count,cosineSim,label,
-7.93056E+18,A morning filled with the goodness of God's peace and a nice cup of coffee. This day is off to a great start!,"[0, 0, 4, 6, 4, 6, 0, 0, 5]",0.901425854,quote,notQuote
2.9106E+18,"The first woman was created from the rib of a man. She was not made from his head to top him, nor from his feet to be trampled on by him, but out of his side to be equal to him, under the arm to be protected & next to the heart to be loved","[4, 1, 2, 0, 0, 0, 0, 0, 2]",0.976999315,quote,
1.98187E+18,"I am as vain as i allow. I do my hair, i gloss my eyes, i touch myself all through the night","[4, 6, 2, 4, 8, 8, 4, 0, 0]",0.968646449,quote,
-8.98963E+18,"2) But because the pieces aren't exact, I have some rough edges which I cherish because they remind me of the love we shared. Sometimes I have given pieces of my heart away and the other person has not returned a piece of his heart to me. These are empty gouge...","[0, 0, 0, 0, 2, 0, 0, 0, 0, 2]",0.956225839,Quote,
8.80539E+18,"/A government big enough to give you everything you want is big enough to take away everything you have./"" - Thomas Jefferson""","[0, 4, 4, 3, 0, 4, 0, 0, 4]",0.970444673,quote,
1.13839E+18,Cute Attitude of a gal:--> I am not waiting for a King.. I am waiting for the one who thinks that I am his Queen...!!!:):),"[0, 4, 4, 0, 4, 4, 4, 0, 6]",0.851281397,quote,notQuote
5.25993E+18,Holy crap it only been 10 min since i said night and it felt like 30 min wtf is up with tht  1 fly black guy,"[4, 4, 0, 2, 2, 0, 0, 4, 0]",0.864385139,quote,
-2.88663E+18,"â”¬Ã´All changes, even the most longed for, have their melancholy; for what we leave behind us is a part of ourselves; we must die to one life before we can enter another./ ~ Anatole France""","[3, 2, 4, 4, 4]",0.987763479,quote,
-8.20415E+18,"When you lose a part of yourself, to somebody you know. It takes a lot to let go, every breath that you remember. Pictures fade away, but memory is forever.","[8, 8, 2, 0, 4, 4, 2, 4, 0]",0.959624226,Quote,
-6.56493E+18,"/Life is not measured by the number of breaths you take...But rather by the number of moments that take your breath away/"" Happy New Years everyone may 2010 go out with a bang and 2011 come with great rewards !!""","[1, 0, 1, 0, 0]",0.944199727,Quote,
6.11771E+18,"â”¬Ã´Love is not a feeling. Love is an action, an activity. . .Genuine love implies commitment and the exercise of wisdom. . . . love as the will to extend oneself for the purpose of nurturing one's own or another's spiritual growth.....true love is an act of will that often transcends ephemeral feelings of love or cathexis, it is correct to say, 'Love is as love does'.â”¬Ã¶ ~ M. Scott Peck","[0, 1, 0, 0, 0]",0.974150799,quote,
7.77625E+18,I have opinions of my own - strong opinions - but I don't always agree with them. ~ George W Bush,"[3, 1, 2, 0, 1, 0, 2, 3, 6]",0.925597201,Quote,
3.1976E+18,"Godsaw  you get tired and a cure was not to be. So, he put his arms around you  & whispered /come with me/"". With tearful eyes","[3, 0, 0, 0, 0, 0, 0, 0, 0]",0.971467765,quote,
2.64043E+18,/I have done this thing because it is just! Blood demands blood. We have lived and lost at the whims of our masters for too long. I would not see the passing of a brother for the purpose of sport. I would not see another heart ripped from chest or breath forfeit for no cause. I know not all of you wish this. Yet it is done. Join with us,"[3, 4, 2, 2, 0, 0, 0, 4, 0]",0.984138988,quote,
-6.37353E+18,I believe that everything happens for a reason. People change so that you can learn to let go. Things go wrong so you can appreciate them when theyâ”¬Ã†re right. You believe lies so eventually you trust no one but yourself. And sometimes good things fall apart so better things can fall together ~ Marilyn Monroe,"[0, 0, 0, 2, 0, 6, 0, 0]",0.941683136,Quote,
6.25685E+18,Everything is a form of art. My favorite is the art of the human mind. Every stroke of the brush is a thought. The personality would be the big picture. Like all art every mind is beautiful. An open mind is my favorite for the colors they paint make me feel inspired! :),"[2, 4, 0, 0, 0, 0, 0, 0, 0, 0]",0.92379997,Quote,
-7.31586E+18,"If I am to speak ten minutes, I need a week for preparation; if fifteen minutes, three days; if half an hour, two days; if an hour, I am ready now.   - Woodrow Wilson","[1, 3, 3, 2, 1, 1, 0, 4, 0, 0]",0.987649734,quote,
8.79328E+18,"Fall to your knees, is what you told me. How can I believe? When you live a lie to my face, it's nothing new to me..","[8, 4, 2, 2, 8, 2, 0, 4]",0.952605093,Quote,
-3.83508E+18,"...I got more on my mind than I ever told, I got pain that you never felt. I got the scars, I can deal with it on my own. I've got stories that I'll never tell, but maybe it's just as well. Cause you don't know me, you don't wanna know it's real, and I'm not sorry for who I am for what I feel, cause you don't know me...","[4, 4, 4, 4, 4, 0, 0, 0]",0.912408319,quote,
-1.29716E+18,"Here's to the rubble, a brick through every window, a casket buried six feet deep for everybody's hero. Here's to our lives being meaningless, and how beautiful it is because freedom doesn't have a purpose!","[0, 0, 6, 0, 0, 0, 0, 0]",0.986503427,quote,
7.95817E+18,"Nothing others do is because of you. What others say and do is a projection of their own reality, their own dream. When you are immune to the opinions and actions of others, you wonâ”¬Ã†t be the victim of needless suffering. ~ Don Miguel Ruiz, THE FOUR AGREEMENTS","[2, 0, 0, 4, 4]",0.960982068,quote,
-3.87513E+18,Y is it that something tragic has to happen in order to bring America togather instead of great moments of glory doesnt i just dont get it can someone tell mek?,"[2, 2, 0, 0, 4, 0, 0, 0, 4, 4]",0.944251088,Quote,
7.66201E+18,"Because I get stoopid, I mean outrageous Stay away from me if you're contagious 'Cause I'm the winner, no, I'm not the loser To be an M.C. is what I choose 'a.... Woooo Rockin and studying school day 3","[4, 8, 0, 0, 0, 0, 0]",0.931744635,Quote,
7.79549E+18,"I am an old man and have known a great many troubles, but most of them never happened - Mark Twain","[1, 3, 3, 0, 2, 0, 4, 0]",0.945123785,Quote,
8.56347E+18,"Soooo... I'm hiding out in the laundry-room bathroom with four dogs and a cat..I've got the internet radio going and I can vaguely hear the tv chattering away about the weather. So far, I hear it's safe, but I'm kind of crowded in here and don't think I want to fight getting the animals in here again if it comes back..","[0, 0, 0, 0, 0, 0, 0, 0, 0]",0.960091317,quote,
1.55284E+18,"Please take me by the hand, it's so cold out tonight. I'll put blankets on the bed, I won't turn out the light. Just don't forget to think about me, and I won't forget you.","[0, 4, 4, 8, 4, 0, 0, 2, 0]",0.984724231,quote,
2.50413E+18,"And all the things I wish I had not said, Are played on loop til it's madness in my head. Is it too late to remind you how we were? But not our last days of silence, Screaming, blur. Most of what I remember makes me sure, I should have stopped you from walking out the door. You could be happy, I hope you are. You made me happier than I'd been by far.","[8, 2, 4, 2, 4, 8, 0, 0, 0]",0.973258136,quote,
1.60432E+18,"Was going to post some smart arse comment about the Alice but I just don't have it in me. I don't mind the old town really. I could live here again. Got fond memories of the place, 3am at Bow's, closing time at the Todd, getting punched out on my 21st. As long as i don't get stabbed I think I'll enjoy the trip.  Now Katherine.. that's a hole, not looking forward to visiting K-town in a couple of weeks.","[0, 4, 0, 0, 4, 0, 0, 0, 0]",0.956808803,Quote,
-5.8141E+18,"Now I've heard there was a secert chord,  David played and it pleased the Lord. But you don't really care to  music, do you? Well it gose like this, the fourth, the fifth, the minor  fall, the major lift. The baffled king composing Hallelujah. Hallelujah. Hallelujah. Hallelujah. Hallelujah.","[4, 4, 0, 0, 0, 2, 4, 0]",0.966290894,quote,
1.25558E+18,"...No cell phones, just 20 thousand light, swaying on a Saturday night, alright...Hey there sing me a song, when we were everything. We were more than just a slice of American Pie.","[8, 4, 8, 2, 2, 6, 3, 4, 8]",0.954691806,Quote,
6.82788E+18,"When I see you smile and know that it is not for me, that is when I will miss you the most.  ~Unknown~","[0, 2, 2, 0, 4, 2, 2, 2]",0.88694636,quote,
8.54407E+18,"In ten minutes, my computer will announce to me that it is 10:00 in a creepy stalker voice at top volume. I love Macs. XD","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.878046951,NotQuote,
2.19141E+18,"One more thing lol, the /Get schooled/"" thing was to promote the website and the Artist(s) new albums coming out anybody notice that?","[0, 0, 0, 0, 0]",0.875314938,NotQuote,
-3.39535E+18,Lucasfilm's has stated that as the movie industries technology advanced so will Star Wars. Two Examples: Yoda will be completely digital in all six films and They will be in Dreamworks 3D.,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.856508672,NotQuote,
1.15083E+18,OMG what is happening to this world there was a shooting at Central our children arent safe anywhere what sad sad world we live in,"[0, 0, 0, 0, 0, 0, 0, 4, 0, 0]",0.89893226,NotQuote,
-7.69147E+18,"I must be a horrible person to be around, since people always lie to me and then fuck off when inviting me to things...I should just die and get out of everyone's way. x <////3 I Feel like I'm permanently losing you...x","[0, 0, 0, 0, 0, 0, 0, 0, 2, 0]",0.907984031,NotQuote,
4.19998E+18,"so many disney movies to watch! already got mulan, beauty and the beast, the little mermaid, and aladdin in the bag. what's next? any suggestions?","[0, 0, 0, 0, 0, 0, 0, 0]",0.907804148,NotQuote,
3.69177E+18,"Now its time to see what is real who is real, who will stand by you and who will run. Time for a new beging new life.","[4, 4, 4, 4, 0, 0, 0, 0, 0]",0.828496016,NotQuote,
-5.87255E+18,I'm so proud of myself and all of 1st platoon for giving there all and all of us finished MURPH under 1 hour,"[0, 0, 0, 0, 4, 0, 0, 0, 0]",0.865118067,NotQuote,
4.84195E+18,"its been one year, and this is the first time I've cried this much in months. I thought I got past this, but today has brought too many things back to mind. I miss her, she proved that the world really is a sick machine.","[0, 0, 0, 4, 0, 2, 0, 0]",0.901122266,NotQuote,
-1.77141E+18,"Ther r relly only a few ppl n my friends list which i truly dnt kno, im proud 2 say... But they gone now lol","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.822094651,NotQuote,
8.42E+18,"So... I gave Fred a bath today. He didn't hate it... but he didn't really like it either. At least, I don't think he hated it. He kept trying to slip out of the tub, and he did run around in circles trying to get the wet off... and I didn't get the water hot enough... but I don't think he HATED it or anything...","[0, 0, 0, 0, 0, 0, 1, 1, 0]",0.902838542,NotQuote,
6.99378E+18,"OMFG! i have a job! srry, i had to tell you facebook. ur my less liked stepchild of my social network babies. lmao","[0, 0, 2, 0, 2, 0, 6, 0, 0, 0]",0.867285491,NotQuote,
-5.58507E+17,"/You expect to watch girls with big fake tits? Those are SOOO 90s! Where have YOU been these past 10 years? In a dumpster behind the plastic surgery clinic watching Baywatch reruns?/""""","[0, 6, 0, 0, 0, 0, 0, 0, 0, 0]",0.888669239,NotQuote,
9.09209E+18,"Ahaha! I'M BAACCCKKKK!!! Bring it on people! I'm back and feeling more confident than ever and if any of you try to hurt me or mess with me again, you don't deserve my attention! This is the new me and if you don't like it...get over it! =) And to all my","[0, 0, 0, 0, 4, 0, 0, 0, 0]",0.915772128,NotQuote,
-7.22346E+18,i wanted you to know how i feel but I thought that i would just keep it to myself. You don't need to know that whenever i hurt you it hurts me too. That after we parted i wanted you back so badly. That i wanted to take all those hurtful words that i've said. That i hope you'd come back and forgive me. That my love for you hasn't faded.,"[4, 0, 4, 0, 0, 4, 0, 2]",0.809721531,NotQuote,
-4.00816E+18,"Hehehe, this chapter is proving very fun to write: /It was a talent of mine; I had a strange connection with animals","[0, 0, 0, 0, 0, 0, 0, 0]",0.873699541,NotQuote,
-8.48185E+18,"Just Got Back Cheyenne Taylor's House,  Fun *_*  She Kept Bringing Up The Subject Of Me getting A Boyfriend Though,  A W K W A R D","[0, 0, 0, 0, 0]",0.747074807,NotQuote,
-6.38273E+18,| Ran four miles with my brother yesterday. No stopping. Its amazing what you can do when you put your mind to something. Eye of the Tiger! XD,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",0.905358792,NotQuote,
2.78751E+18,s mind has decided to check out for a while. It left a note saying it should be back around 11 am tomorrow.,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.868220011,NotQuote,
8.39721E+18,"hahahahahahahahhahahahaahhaha god I hate my life! hahahahhaha! XD I just found out just after three days, my ex has a guy, she says a friend, who she makes out and kisses with! WOO! Wow. I should have known. I mean she kissed 12 guys in 7 years. come on joey. wake up!","[0, 0, 0, 0, 0]",0.887688824,NotQuote,
-8.81727E+18,"I can't believe how beautiful the snow is!! 26 hours it has snowed and honestly, I could'nt tell you how many inches. Close to a foot and a half maybe?? Juno, our Jack Russell absolutely loves it!! My son and I stood in the snow and just fell backwards and laughed our butts off! I'm still 7-yrs-old!!!!!","[0, 0, 0, 0, 0, 0, 0, 0, 0]",0.869237018,NotQuote,
-4.36541E+18,"Danny Wallace is quite possibly a genius  Shaun Hastings is pure brilliance   I mean, who else can say a line like  /Bloody third world country/""  /""You're talking about Italy?/""  /""No","[0, 0, 0, 0, 0, 0, 0, 0]",0.88138472,NotQuote,
3.18756E+18,"going to the hosptial........to volunteer, got to get my mind off my problems for a few hours before my head just explodes","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.867282359,NotQuote,
-4.30008E+18,"According to the commander who planned the Osama mission, WATERBOARDING is wat got them the intel!!!  YES TERRORISTS SHUD B TORTURED 4 INFO","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.874932969,NotQuote,
3.95549E+18,*when the moon is a counterfeit*better find the one that fits*better find the one that lights the way for you*when the road is full of nails*garbage pails &darkened jails*&their tongues are full of heartless tales that drain on you*who would ever notice you?*you fade into a shaded room*&it's such a selfish way to lose*the way you lose these wasted blues*tell me that it's nobody's fault*nobody's fault*but my own*~beck,"[0, 0, 0, 0]",0.892232677,NotQuote,
-2.75327E+18,is back in reality...there is too much at stake here in Minnesota to worry about a few yahoos. Back to work!!,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",0.862396746,NotQuote,
5.39773E+18,"We had a good time at the neighborhood picnic//National Night Out, but it sure is nice to be back in the air conditioning.","[0, 0, 0, 0, 0, 0, 0, 0, 0]",0.881678302,NotQuote,
-8.54417E+18,So are you guys aware that people actually post romantic ads on craigslist! I thought it was a joke And people put pictures up and shit.,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.853311441,NotQuote,
8.40461E+18,"Interesting thoughts from a comedian I heard around a week ago, maybe. His daughter called him poo-poo head, and in adult speak she just called him.. Figure the rest out yourself, I think it's obvious now. :P","[0, 0, 0, 0, 0, 0, 0, 0, 0]",0.860141185,NotQuote,
-6.22361E+18,"we're driving to the dentsit so i ccan get my tooth pulled. well, half a tooth that never came out pulled.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.858638754,NotQuote,
-1.97508E+18,"So I just finished watching the Lion King with my family and now I'm coloring in my coloring book with 64 crayons(: Oh yeah, this brings back memories.","[0, 0, 0, 0, 0, 0, 0, 0, 0]",0.886680229,NotQuote,
-5.86805E+18,"it normal dosent bother me when people talk or make refrance to a yaoi relationship but the kanda x allen one was gross! and the fact the named it yullen!?!? <----- they actualy named it, like roy x riza, as royai but that ok but thay named this one and it was creppy!","[0, 0, 0, 0]",0.865231916,NotQuote,
3.972E+18,"Zac seemed unimpressed by my presee of the young ones but is now laughting like a drain, it was the totalitarian vegitables","[0, 0, 0, 0, 0, 0, 0, 0, 0]",0.886692772,NotQuote,
-7.82615E+18,"Research for Rett Syndrome was granted the $250,000 funding from Pepsi Refresh for the month of September. This is being matched by another agency. Thank you for all of the votes!","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.896623677,NotQuote,
-2.05516E+18,"Just beat Golden Sun and typed a freaking HUGE password into Golden Sun: The Lost Ages so as not to lose all her stats, Djinn, and what not.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 2]",0.878876709,NotQuote,
6.95667E+18,"Wow, Gotta love Bi-Mart pharmacy when their busy. Especially when they keep telling you 20 more minutes while you are feeling sick. 5 hours later I have HALF the prescriptions and I'm finally home, but have to go back again tomorrow... Grrrr","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.875397951,NotQuote,
-7.84012E+18,Mock the week makes me lawl. GOD im soooooo tired  hmmmmmmmm there r voices in my head and they say... hiyaaaaaaa,"[4, 0, 0, 0, 0]",0.849611258,NotQuote,
-6.51347E+18,Plan B's song Suzanne is a bit scary...in particular the bit with the chainsaw noise and the screaming. Not nice to listen to in a dark room when your trying to get to sleep...especially when you're not expecting it. =//,"[0, 0, 0, 0, 0, 0]",0.891907342,NotQuote,
-9.0056E+17,"64: You really are cute. And despite our great differences in perspective, and the wide canyon between our worldviews, I think you're an intelligent and thoughtful human being, intrinsically capable of great things. I like that I sat down next to you at that party and we were near instant-friends.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.890908305,NotQuote,
6.35144E+18,OH NO!!! I completely messed up the due dates! So now I have to do 2 weeks worth of work in 1. Ok...I can do this! *faints*,"[2, 0, 0, 2, 0, 0, 0, 0, 0]",0.904092077,NotQuote,
-1.5098E+18,Anyone seen that episode of How I Met You Mother where Barney runs a marathon and then ends up stuck on a train because he cant move his legs? Thats probably gonna be me today...,"[0, 0, 0, 0, 0, 6, 0, 0, 2, 0]",0.88586902,NotQuote,
-4.1513E+18,"6 meals a day. I don't know how I'm going to fit that into my work schedule, lol. I guess I could take a break every now and then...","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.871476834,NotQuote,
3.67777E+18,Officially the most awkward day in a long time. Though I can say that Writing class has never been more interesting.,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.82796807,NotQuote,
7.64659E+18,"i We perceive things with our mind not with our eyes, It doesn't matter what others see but... what do you see?","[0, 6, 0, 0, 0, 0, 0, 0, 0, 0]",0.763887762,NotQuote,
1.82752E+18,"Yes, I believe empty is the right word for it. After all, it's been the right word for quite some time now.","[0, 0, 0, 0, 1, 0, 0, 0, 0, 0]",0.873523866,NotQuote,
6.62143E+18,Leviathan Says : Im the destroyer so dunt ever call me lame or ill kill you all arghhhhh i jjust cant take it wat is this inside of my head i just cant seem 2 kill it i wanna kill my self,"[0, 0, 0, 0, 0, 0, 0]",0.871258577,NotQuote,
-2.29041E+18,"Well, that's awfully depressing. Can't you wait till I'm 21 to have your final shows then? Please? I'm aaaaalmost there.. Kind of. ...Wait, some sites say 21+ and others say All Ages. Uhg. Will someone help me figure out if the shows in early April for 'Sleepytime Gorilla Museum' are doable or not? Pleeeeeaaaaase? I wanna go real bad.. Even if it is a state away...","[0, 0, 0, 0, 0, 0, 0, 0, 0]",0.91495975,NotQuote,
6.50103E+18,"Waiting for my friends to get back from their camping trip. It's been fun watching their beasties this weekend, but i need a nap! <3 my evil monster babies","[0, 0, 0, 0, 0, 0, 0, 0, 0]",0.854809953,NotQuote,
4.22857E+18,"I'm sick of most of the people @ Sanderson now. Most have the cognitive processes of /Does the Square Peg fit into the Round Hole? No? Well maybe the Square Peg does./""  *sigh* Dumbasses""","[0, 0, 0, 0, 0]",0.872169536,NotQuote,
-8.38794E+18,I am so happy today I cannot even put it into words. I hope that all of my friends are as happy,"[2, 0, 0, 0, 0, 0, 0, 0, 0]",0.863575875,NotQuote,
-7.92431E+18,"For people who are too simillar,  It is easy for mutual attraction,  and for mutual hared   -Summer's Desire Ep 2 pt 1","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.868985773,NotQuote,
6.88215E+18,"Okay... so via magic I have the 24th, 25th, and 26th off of work.... How the heck did that happen? Guess it gives me time to catch up on the 20 pages of writing I fell behind on, but I'm going to go crazy with that much free time lol.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.919306399,NotQuote,
-2.71304E+18,"is finally getting more tests done tomorrow, and would like for everyone to either cross their fingers or pray to their favorite deity in hopes that it isn't something serious.","[6, 0, 0, 0, 0, 6, 2, 4, 0, 0]",0.862924179,NotQuote,
6.78091E+18,aahhh... screening and selection interview today to determine if I can continue in the social work program and graduate next spring...,"[0, 0, 0, 0, 0]",0.887650986,NotQuote,
8.80569E+18,"Just got my ACT results back, and they prove I was correct all along:  I am in fact mentally retarded.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.786486859,NotQuote,
8.70505E+18,"7: I wish I could draw as well as you. You're like, really really talented~ o: ? And also really nice, and you have very pretty eyes.. :)","[0, 0, 0, 0, 0, 4, 0, 0, 0]",0.761959187,NotQuote,
-3.38647E+18,*Oprah giveaway voice*   I got an OFFEEEEEEEEEEEEEEEEEERR!!!!!  And YOU get an offer! And YOU get an offer! And YOU and YOU and YOU get an offer!!! You ALL get to take home an OFFER!   *crowd goes psycho crazy wild*,[0],0.765458818,NotQuote,
-5.44934E+18,Good god people. STFU about Friday already. Does anyone have anything else better to do than watch youtube all the time?,"[0, 0, 1, 0, 2, 0, 0, 0, 0]",0.861380508,NotQuote,
-1.00699E+18,Kumusta na kaya yung English teacher ko nung 1st year high school. She should probably know that it's partly her fault I ended up studying creative writing in UP.,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.879398725,NotQuote,
