hash,text,count,cosineSim,label
3691774172744315068,"Now its time to see what is real who is real, who will stand by you and who will run. Time for a new beging new life.","[5, 5, 5, 5, 1, 1, 1, 1, 1, 0]",0.8284960162272665,NotQuote
-5872548697187971912,I'm so proud of myself and all of 1st platoon for giving there all and all of us finished MURPH under 1 hour,"[1, 1, 1, 1, 5, 1, 1, 1, 1, 0]",0.8651180670174333,NotQuote
4841948947240382654,"its been one year, and this is the first time I've cried this much in months. I thought I got past this, but today has brought too many things back to mind. I miss her, she proved that the world really is a sick machine.","[1, 1, 1, 5, 1, 3, 1, 1, 0, 0]",0.9011222664441634,NotQuote
-4236871884100173771,"VIRUS SPREADING LIKE WILDFIRE ON FB. ITS A TROJAN WORM VIRUS CALLED KOOBFACE. IT'LL STEAL YOUR INFO, INFEST YOUR SYSTEM AND SHUT IT DOWN. DO NOT OPEN THE LINK (BARACK OBAMA CLINTON SCANDAL)IF SOMEBODY CALLED /SMARTGRRL15/"" TRIES TO ADD U DON'T ACCEPT IT IS A VIRUS. IF SOMEBODY ON UR LIST ADDS THEM","[1, 1, 1, 1, 1, 1, 1, 1, 1, 0]",0.9561886023869863,suspect
7225454971340405772,"Im having a cookout at my house on Sunday, July 11th. Id love to see my friends and their kids as well. Please let me know if you are coming and how many so I can get a headcount for food. Thanks! =)","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0.9357687276750216,suspect
-1771405532782589873,"Ther r relly only a few ppl n my friends list which i truly dnt kno, im proud 2 say... But they gone now lol","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0.8220946514362959,NotQuote
8419998288002222871,"So... I gave Fred a bath today. He didn't hate it... but he didn't really like it either. At least, I don't think he hated it. He kept trying to slip out of the tub, and he did run around in circles trying to get the wet off... and I didn't get the water hot enough... but I don't think he HATED it or anything...","[1, 1, 1, 1, 1, 1, 2, 2, 1, 0]",0.902838542368313,NotQuote
8805392711464838186,"/A government big enough to give you everything you want is big enough to take away everything you have./"" - Thomas Jefferson""","[1, 5, 5, 4, 1, 5, 1, 1, 5, 0]",0.9704446734639278,quote
1138391008279341806,Cute Attitude of a gal:--> I am not waiting for a King.. I am waiting for the one who thinks that I am his Queen...!!!:):),"[1, 5, 5, 1, 5, 5, 5, 1, 7, 0]",0.8512813969222633,NotQuote
-8007058544690690768,"Feels Amazing! I am so happy right now! I helped a friend, and I am falling in love again...stupid love....If you want to hang out ask because I definitely don't have much to do most of the time. Although I also lost a friend. I made a decision.. I am not thinking much at all about running away or killing myself anymore and I will work as hard as I can on being happy.","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0.9219399742332124,suspect
6993778448833038462,"OMFG! i have a job! srry, i had to tell you facebook. ur my less liked stepchild of my social network babies. lmao","[1, 1, 3, 1, 3, 1, 7, 1, 1, 1]",0.8672854914803346,NotQuote
-558506945428470492,"/You expect to watch girls with big fake tits? Those are SOOO 90s! Where have YOU been these past 10 years? In a dumpster behind the plastic surgery clinic watching Baywatch reruns?/""""","[1, 7, 1, 1, 1, 1, 1, 1, 1, 1]",0.8886692394358947,NotQuote
-7093146724689865309,"hey for anyone who is going to want to get a hold of me in the next few days. my phone is partially broken, with my inbox full and no way to delete it. so if you need to get a hold of me. give me a call and leave a message, thanks.","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0.9222276099700063,suspect
9092085913577226460,"Ahaha! I'M BAACCCKKKK!!! Bring it on people! I'm back and feeling more confident than ever and if any of you try to hurt me or mess with me again, you don't deserve my attention! This is the new me and if you don't like it...get over it! =) And to all my","[1, 1, 1, 1, 5, 1, 1, 1, 1, 0]",0.9157721279386929,NotQuote
-7223455346501037832,i wanted you to know how i feel but I thought that i would just keep it to myself. You don't need to know that whenever i hurt you it hurts me too. That after we parted i wanted you back so badly. That i wanted to take all those hurtful words that i've said. That i hope you'd come back and forgive me. That my love for you hasn't faded.,"[5, 1, 5, 1, 1, 5, 1, 3, 0, 0]",0.8097215307581237,NotQuote
-4008155408560105247,"Hehehe, this chapter is proving very fun to write: /It was a talent of mine; I had a strange connection with animals","[1, 1, 1, 1, 1, 1, 1, 1, 0, 0]",0.8736995410886694,NotQuote
-8481852109566968318,"Just Got Back Cheyenne Taylor's House,  Fun *_*  She Kept Bringing Up The Subject Of Me getting A Boyfriend Though,  A W K W A R D","[1, 1, 1, 1, 1, 0, 0, 0, 0, 0]",0.7470748068133476,NotQuote
-6382733216591728710,| Ran four miles with my brother yesterday. No stopping. Its amazing what you can do when you put your mind to something. Eye of the Tiger! XD,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 0]",0.905358791609495,NotQuote
2787511116943187386,s mind has decided to check out for a while. It left a note saying it should be back around 11 am tomorrow.,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0.8682200108043534,NotQuote
8397209193985807545,"hahahahahahahahhahahahaahhaha god I hate my life! hahahahhaha! XD I just found out just after three days, my ex has a guy, she says a friend, who she makes out and kisses with! WOO! Wow. I should have known. I mean she kissed 12 guys in 7 years. come on joey. wake up!","[1, 1, 1, 1, 1, 0, 0, 0, 0, 0]",0.8876888242784156,NotQuote
-8817270470677359476,"I can't believe how beautiful the snow is!! 26 hours it has snowed and honestly, I could'nt tell you how many inches. Close to a foot and a half maybe?? Juno, our Jack Russell absolutely loves it!! My son and I stood in the snow and just fell backwards and laughed our butts off! I'm still 7-yrs-old!!!!!","[1, 1, 1, 1, 1, 1, 1, 1, 1, 0]",0.8692370182148658,NotQuote
-4365406984461819311,"Danny Wallace is quite possibly a genius  Shaun Hastings is pure brilliance   I mean, who else can say a line like  /Bloody third world country/""  /""You're talking about Italy?/""  /""No","[1, 1, 1, 1, 1, 1, 1, 1, 0, 0]",0.8813847204022579,NotQuote
3187561017393351019,"going to the hosptial........to volunteer, got to get my mind off my problems for a few hours before my head just explodes","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0.8672823589076963,NotQuote
-4300079301478947572,"According to the commander who planned the Osama mission, WATERBOARDING is wat got them the intel!!!  YES TERRORISTS SHUD B TORTURED 4 INFO","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0.8749329690772959,NotQuote
3955486965401877403,*when the moon is a counterfeit*better find the one that fits*better find the one that lights the way for you*when the road is full of nails*garbage pails &darkened jails*&their tongues are full of heartless tales that drain on you*who would ever notice you?*you fade into a shaded room*&it's such a selfish way to lose*the way you lose these wasted blues*tell me that it's nobody's fault*nobody's fault*but my own*~beck,"[1, 1, 1, 1, 0, 0, 0, 0, 0, 0]",0.8922326769062442,NotQuote
7566436534720373583,They say true friends go long periods of time without speaking and never question their friendship. These friends pick up like they just spoke yesterday regardless of how long it has been or how far they live and they don't hold grudges. They understand life is busy but you will always love them. Re-post if you have at least 1 of these friends. I am privileged to say that I do!,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 0]",0.9242703491198838,suspect
-2753268018137730421,is back in reality...there is too much at stake here in Minnesota to worry about a few yahoos. Back to work!!,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 0]",0.8623967458066533,NotQuote
5397734689699466641,"We had a good time at the neighborhood picnic//National Night Out, but it sure is nice to be back in the air conditioning.","[1, 1, 1, 1, 1, 1, 1, 1, 1, 0]",0.8816783022209053,NotQuote
5259934857842464115,Holy crap it only been 10 min since i said night and it felt like 30 min wtf is up with tht  1 fly black guy,"[5, 5, 1, 3, 3, 1, 1, 5, 1, 0]",0.8643851388129293,NotQuote
-2886634754473003317,"┬ôAll changes, even the most longed for, have their melancholy; for what we leave behind us is a part of ourselves; we must die to one life before we can enter another./ ~ Anatole France""","[4, 3, 5, 5, 5, 0, 0, 0, 0, 0]",0.9877634786664932,quote
-8204154836118673922,"When you lose a part of yourself, to somebody you know. It takes a lot to let go, every breath that you remember. Pictures fade away, but memory is forever.","[9, 9, 3, 1, 5, 5, 3, 5, 1, 0]",0.9596242257694816,quote
-6564930637796757714,"/Life is not measured by the number of breaths you take...But rather by the number of moments that take your breath away/"" Happy New Years everyone may 2010 go out with a bang and 2011 come with great rewards !!""","[2, 1, 2, 1, 1, 0, 0, 0, 0, 0]",0.9441997266510027,quote
-8544173080308897391,So are you guys aware that people actually post romantic ads on craigslist! I thought it was a joke And people put pictures up and shit.,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0.853311441363816,NotQuote
5562000771536175381,"Danielle has been through a lot this summer and especially over the past week with her dad. I hope you all, her friends on my list, will give her support and make her smile and laugh as much as possible. Also, please help her cope with the not so nice ppl that dont understand. Thanks, all. xoxox","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0.9432583873553262,suspect
-7022356102413130595,"Was looking for phone and couldn't find it...Thought I put it in the washer machine by accident, which is running. Luckily I found it on my dresser.","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0.9220515890718234,suspect
6117708684104897677,"┬ôLove is not a feeling. Love is an action, an activity. . .Genuine love implies commitment and the exercise of wisdom. . . . love as the will to extend oneself for the purpose of nurturing one's own or another's spiritual growth.....true love is an act of will that often transcends ephemeral feelings of love or cathexis, it is correct to say, 'Love is as love does'.┬ö ~ M. Scott Peck","[1, 2, 1, 1, 1, 0, 0, 0, 0, 0]",0.974150799297633,quote
8404605028619888154,"Interesting thoughts from a comedian I heard around a week ago, maybe. His daughter called him poo-poo head, and in adult speak she just called him.. Figure the rest out yourself, I think it's obvious now. :P","[1, 1, 1, 1, 1, 1, 1, 1, 1, 0]",0.8601411848003603,NotQuote
-6223613764255962323,"we're driving to the dentsit so i ccan get my tooth pulled. well, half a tooth that never came out pulled.","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0.8586387542436269,NotQuote
-1975080641146377094,"So I just finished watching the Lion King with my family and now I'm coloring in my coloring book with 64 crayons(: Oh yeah, this brings back memories.","[1, 1, 1, 1, 1, 1, 1, 1, 1, 0]",0.8866802287382183,NotQuote
-5868050356511424809,"it normal dosent bother me when people talk or make refrance to a yaoi relationship but the kanda x allen one was gross! and the fact the named it yullen!?!? <----- they actualy named it, like roy x riza, as royai but that ok but thay named this one and it was creppy!","[1, 1, 1, 1, 0, 0, 0, 0, 0, 0]",0.8652319155588213,NotQuote
3971996577966871417,"Zac seemed unimpressed by my presee of the young ones but is now laughting like a drain, it was the totalitarian vegitables","[1, 1, 1, 1, 1, 1, 1, 1, 1, 0]",0.8866927719281004,NotQuote
7776252401417006640,I have opinions of my own - strong opinions - but I don't always agree with them. ~ George W Bush,"[4, 2, 3, 1, 2, 1, 3, 4, 7, 0]",0.9255972008851594,quote
-2805771684915734477,"I may be very careful with every thing, but it doesn't mean I'm afraid to sacrifice and lose. I only want to take things seriously with purpose, avoiding selfish reasons and repeated mistakes, to give the best things that I can for others, and of course considering what GOD may feel to all the decisions I make in different situations. My decisions are always selfless -- always for others' concerns!","[1, 1, 1, 1, 7, 1, 1, 1, 1, 1]",0.9267318786415412,suspect
-7826149786459732035,"Research for Rett Syndrome was granted the $250,000 funding from Pepsi Refresh for the month of September. This is being matched by another agency. Thank you for all of the votes!","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0.8966236774268495,NotQuote
-2055157290612392561,"Just beat Golden Sun and typed a freaking HUGE password into Golden Sun: The Lost Ages so as not to lose all her stats, Djinn, and what not.","[1, 1, 1, 1, 1, 1, 1, 1, 1, 3]",0.8788767085280307,NotQuote
6956669389287274092,"Wow, Gotta love Bi-Mart pharmacy when their busy. Especially when they keep telling you 20 more minutes while you are feeling sick. 5 hours later I have HALF the prescriptions and I'm finally home, but have to go back again tomorrow... Grrrr","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0.8753979505320265,NotQuote
3197604412012166433,"Godsaw  you get tired and a cure was not to be. So, he put his arms around you  & whispered /come with me/"". With tearful eyes","[4, 1, 1, 1, 1, 1, 1, 1, 1, 0]",0.9714677652606872,quote
-7840119204002417713,Mock the week makes me lawl. GOD im soooooo tired  hmmmmmmmm there r voices in my head and they say... hiyaaaaaaa,"[5, 1, 1, 1, 1, 0, 0, 0, 0, 0]",0.8496112575182743,NotQuote
-6513470120417816088,Plan B's song Suzanne is a bit scary...in particular the bit with the chainsaw noise and the screaming. Not nice to listen to in a dark room when your trying to get to sleep...especially when you're not expecting it. =//,"[1, 1, 1, 1, 1, 1, 0, 0, 0, 0]",0.8919073421103925,NotQuote
-900559816843398416,"64: You really are cute. And despite our great differences in perspective, and the wide canyon between our worldviews, I think you're an intelligent and thoughtful human being, intrinsically capable of great things. I like that I sat down next to you at that party and we were near instant-friends.","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0.890908304787482,NotQuote
6351438419190891757,OH NO!!! I completely messed up the due dates! So now I have to do 2 weeks worth of work in 1. Ok...I can do this! *faints*,"[3, 1, 1, 3, 1, 1, 1, 1, 1, 0]",0.9040920770611239,NotQuote
4395671099111793260,no matter where u go there's always one employee who's a slight liability issue - like the elderly hca who decides to write on ur fluid//pain score charts without speaking to u then continues to repeatedly drop the charts before offerin u some burnt toast several times as she forgot ur answer *tut*,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0.9269501670813073,suspect
-1509800337850052943,Anyone seen that episode of How I Met You Mother where Barney runs a marathon and then ends up stuck on a train because he cant move his legs? Thats probably gonna be me today...,"[1, 1, 1, 1, 1, 7, 1, 1, 3, 1]",0.8858690196055121,NotQuote
-4151301793467291567,"6 meals a day. I don't know how I'm going to fit that into my work schedule, lol. I guess I could take a break every now and then...","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0.8714768340220722,NotQuote
3677773367376889705,Officially the most awkward day in a long time. Though I can say that Writing class has never been more interesting.,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0.8279680697661086,NotQuote
7646585937852031078,"i We perceive things with our mind not with our eyes, It doesn't matter what others see but... what do you see?","[1, 7, 1, 1, 1, 1, 1, 1, 1, 1]",0.7638877619132742,NotQuote
1827519114764588615,"Yes, I believe empty is the right word for it. After all, it's been the right word for quite some time now.","[1, 1, 1, 1, 2, 1, 1, 1, 1, 1]",0.8735238661940709,NotQuote
6621431641827057004,Leviathan Says : Im the destroyer so dunt ever call me lame or ill kill you all arghhhhh i jjust cant take it wat is this inside of my head i just cant seem 2 kill it i wanna kill my self,"[1, 1, 1, 1, 1, 1, 1, 0, 0, 0]",0.8712585770510387,NotQuote
-2290412893157860622,"Well, that's awfully depressing. Can't you wait till I'm 21 to have your final shows then? Please? I'm aaaaalmost there.. Kind of. ...Wait, some sites say 21+ and others say All Ages. Uhg. Will someone help me figure out if the shows in early April for 'Sleepytime Gorilla Museum' are doable or not? Pleeeeeaaaaase? I wanna go real bad.. Even if it is a state away...","[1, 1, 1, 1, 1, 1, 1, 1, 1, 0]",0.9149597498356644,NotQuote
6501033091462188210,"Waiting for my friends to get back from their camping trip. It's been fun watching their beasties this weekend, but i need a nap! <3 my evil monster babies","[1, 1, 1, 1, 1, 1, 1, 1, 1, 0]",0.8548099533276339,NotQuote
-412789825264139277,It's almost time for me to re-order some checks....I normaly use ChecksUnlimited...But their prices seem to be a little steep...does anyone use anything different? I saw wal-mart offers check printing on their website but i don't know how reliable they are...any feed back would be awesome!,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0.9259530416291946,suspect
4228573116023183409,"I'm sick of most of the people @ Sanderson now. Most have the cognitive processes of /Does the Square Peg fit into the Round Hole? No? Well maybe the Square Peg does./""  *sigh* Dumbasses""","[1, 1, 1, 1, 1, 0, 0, 0, 0, 0]",0.8721695360616637,NotQuote
-8387944397976200345,I am so happy today I cannot even put it into words. I hope that all of my friends are as happy,"[3, 1, 1, 1, 1, 1, 1, 1, 1, 0]",0.8635758749963516,NotQuote
-7924313302212367924,"For people who are too simillar,  It is easy for mutual attraction,  and for mutual hared   -Summer's Desire Ep 2 pt 1","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0.8689857728069383,NotQuote
2566049866437926911,"First day of being graduated and feelin' the stress already. Gotta Take the Accuplacer tomorrow, Friday I got a mini-graduation thing at my school. Then I gotta talk to my counselor and turn in some letters for my FAFSA, which will hopefully be done by then. And Then after all that i need to start thinking about jobs and stuff.","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0.9447708291894928,suspect
6882153867877644446,"Okay... so via magic I have the 24th, 25th, and 26th off of work.... How the heck did that happen? Guess it gives me time to catch up on the 20 pages of writing I fell behind on, but I'm going to go crazy with that much free time lol.","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0.9193063990001699,NotQuote
-2713035707601771251,"is finally getting more tests done tomorrow, and would like for everyone to either cross their fingers or pray to their favorite deity in hopes that it isn't something serious.","[7, 1, 1, 1, 1, 7, 3, 5, 1, 1]",0.8629241790751514,NotQuote
6780908523747662338,aahhh... screening and selection interview today to determine if I can continue in the social work program and graduate next spring...,"[1, 1, 1, 1, 1, 0, 0, 0, 0, 0]",0.8876509857088113,NotQuote
8805689935133777806,"Just got my ACT results back, and they prove I was correct all along:  I am in fact mentally retarded.","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0.786486858919919,NotQuote
2640425921243943265,/I have done this thing because it is just! Blood demands blood. We have lived and lost at the whims of our masters for too long. I would not see the passing of a brother for the purpose of sport. I would not see another heart ripped from chest or breath forfeit for no cause. I know not all of you wish this. Yet it is done. Join with us,"[4, 5, 3, 3, 1, 1, 1, 5, 1, 0]",0.9841389884497492,quote
8705050631182736441,"7: I wish I could draw as well as you. You're like, really really talented~ o: ? And also really nice, and you have very pretty eyes.. :)","[1, 1, 1, 1, 1, 5, 1, 1, 1, 0]",0.7619591868414233,NotQuote
-3386466640675799433,*Oprah giveaway voice*   I got an OFFEEEEEEEEEEEEEEEEEERR!!!!!  And YOU get an offer! And YOU get an offer! And YOU and YOU and YOU get an offer!!! You ALL get to take home an OFFER!   *crowd goes psycho crazy wild*,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.7654588183924455,NotQuote
-5449336581584135212,Good god people. STFU about Friday already. Does anyone have anything else better to do than watch youtube all the time?,"[1, 1, 2, 1, 3, 1, 1, 1, 1, 0]",0.8613805082663742,NotQuote
-1006985000637811425,Kumusta na kaya yung English teacher ko nung 1st year high school. She should probably know that it's partly her fault I ended up studying creative writing in UP.,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0.8793987250028323,NotQuote
-8044363885857324716,I have now actually finished all my PTTLS (teacher training) coursework. I dont ever want to have write anouther essay or sit anouther goddamn exam ever again.,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0.8379417610789254,NotQuote
5230609483438940598,So I just heard Crag Ownes was let go from Chiodos. I am sad. I think I just might cry. >.<,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 0]",0.7954316015609119,NotQuote
-6373530957418005127,I believe that everything happens for a reason. People change so that you can learn to let go. Things go wrong so you can appreciate them when they┬Ære right. You believe lies so eventually you trust no one but yourself. And sometimes good things fall apart so better things can fall together ~ Marilyn Monroe,"[1, 1, 1, 3, 1, 7, 1, 1, 0, 0]",0.9416831362534889,quote
-7187184706576015862,"They better get a good guy to play Mr. Crocker, not someone who's horridly ugly. I would probably cry myself to sleep because of crushed dreams. xDDDD","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0.8608131753780682,NotQuote
3284901947313433210,is thinking of standing on the side of the highway exit with a cardboard sign asking for donations to help remodel the kitchen.,"[1, 1, 1, 1, 1, 0, 0, 0, 0, 0]",0.7770668237129593,NotQuote
-8114489042938476347,I don't know who's crazier{ me frantically looking for my cell phone while talking on it or the ones trying to help me find it while watching me talk on it.lol,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 0]",0.8963306912642648,NotQuote
6256845113369720424,Everything is a form of art. My favorite is the art of the human mind. Every stroke of the brush is a thought. The personality would be the big picture. Like all art every mind is beautiful. An open mind is my favorite for the colors they paint make me feel inspired! :),"[3, 5, 1, 1, 1, 1, 1, 1, 1, 1]",0.9237999700234784,quote
4440987166878503874,pfft. fuck you la ! iknow you hate me bah. aku lagi banci kau. bangga ~ so don't try to act good to me. fuck off !,"[5, 1, 1, 1, 1, 1, 1, 0, 0, 0]",0.7898871887964779,NotQuote
-6691118684223574184,Got my bonus....you know what that means?!?! Time to get me and my Dads tickets to Spain!!!!!!! Cannot wait to share the experience with him!!!!!,"[1, 1, 1, 1, 3, 1, 1, 1, 1, 1]",0.8212804549840641,NotQuote
-7315861127627601392,"If I am to speak ten minutes, I need a week for preparation; if fifteen minutes, three days; if half an hour, two days; if an hour, I am ready now.   - Woodrow Wilson","[2, 4, 4, 3, 2, 2, 1, 5, 1, 1]",0.9876497339343898,quote
481502014482686812,"my tummy hurts, Matthew's at work, and I'm pretty sure if my Wii were a person it'd be wondering why I keep giving it death stares. Can it be the weekend yet? =(","[1, 1, 1, 1, 1, 1, 1, 1, 1, 0]",0.9286014760097612,suspect
6376540314688551400,"Bruising, severe hangover, cuts and a blister from last nights BBQ and Bulldog sessions. Credit to Matt for telling me to stop drinking at some point which literally saved my soul today ;-D","[1, 1, 1, 1, 1, 0, 0, 0, 0, 0]",0.8951564122793906,NotQuote
-6408230999763379786,"will sort out sending info to Place2be to get identity card done today me thinks, top up the potatoe tubs so as to have home grown spuds, and plant out the carrots, spend the morning looking after a friends daughter today is looking a good day","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0.9054910144369749,NotQuote
1575839462831906493,Grr. Why can't people just tell you how they feel? It wuld make a few things in the world a lot easier.,"[3, 1, 1, 1, 1, 1, 1, 1, 0, 0]",0.8128411294376733,NotQuote
8793284034865838422,"Fall to your knees, is what you told me. How can I believe? When you live a lie to my face, it's nothing new to me..","[9, 5, 3, 3, 9, 3, 1, 5, 0, 0]",0.9526050933695651,quote
7423260728607751305,1 vodka : ) 2 vodka : ) 3 vodka : ) DOOR! 5 vodka : ) 6 vodka : ) 7 vodka : ) FLOOR! : ),"[1, 1, 1, 1, 1, 1, 1, 1, 1, 0]",0.7659556297330926,NotQuote
3816018292188875374,"Emmelyne Kim, I reserved a place at Victoria and Albert's! Fri July 1, 5:30pm :D I gave them your full name X)","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0.8059292970181607,NotQuote
-5552751969430837901,How sad. I ran from my room to the bathroom and I'm already tired... I need a exercise buddy... WHO'S ACTUALLY SERIOUS ABOUT IT UNLIKE SOMEONE. ... You know who you are... *Glares*,"[1, 1, 1, 1, 1, 1, 3, 1, 1, 1]",0.9079321480549729,NotQuote
-3430117968530749605,"Hey. So. Thank you for all the birthday wishes. :) And my locker number is C-5280. If you would like AN APPETIZING AND ABSOLUTELY ADORABLE CUPCAKE, you should stop by before school between 7:15 and the second warning bell. Okay? Okay. Goodnight. :)","[1, 1, 1, 0, 0, 0, 0, 0, 0, 0]",0.9121985846708287,NotQuote
6843608326280420635,"hey today was chinese new year.../Happy New Year to my Chinese friends. And happy nothing to most people I know.┬ö Homer Simpson""","[1, 1, 1, 1, 1, 1, 1, 1, 1, 0]",0.866758417776377,NotQuote
4765701826385622873,I feel like I should have mentioned Heidi Montag in my essay which had a part about society being obsessed with bodily perfection.,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0.908812347637791,NotQuote
345141120126129952,has had a pretty good day today ... especially in French were she had half a bag of dolly mix ... tasty,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0.8527666981216238,NotQuote
1941008520559684770,is at Megan's party with Parmooney. And clyde (who rhea thinks is gay). And Rhea. And a whole ton of people.,"[1, 1, 1, 1, 1, 0, 0, 0, 0, 0]",0.8602344984680569,NotQuote
3583265224855510166,"Going to church doesn't make you a holy person any more than going to a garage makes you a mechanic.   A disposition towards inquiry deprived the feline of its vital state, Otherwise known as - Curiosity killed the cat   A lie well stuck to is as good as the truth.","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0.9361948925601631,suspect
-5576974325292944380,Waiting for mi ramen noodle in a cup to cook... who says you need boiling water? all i need is a sink :),"[1, 1, 1, 1, 1, 1, 1, 1, 1, 0]",0.882432705113326,NotQuote
5242889677370111064,can't believe that darling DAFFY DUCKY is on MSN at the same time as her so she's making the most of the time. MISS YOU DUCK!,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 0]",0.8500929492064904,NotQuote
-8167831187062085273,Why is it that no matter HOW my life is actually GOING I'm almost always depressed for a reason I can't seem to put my finger on. Or maybe I'm just confusing boredom with depression... I MAY do that because I find when I'm depressed I tend to be bored. Can't think of anything to do! And I be unhappy.,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0.955556770435383,suspect
-106064718486064328,"a friend invited me to watch scott pilgrim today, this will be the second in a week but i dont mind at all, that movie was AMAZING!!!","[5, 1, 3, 1, 1, 1, 1, 1, 1, 0]",0.8948220535987123,NotQuote
-7466279768499305447,"is tired and probably sick but likes to stay positive and think its just allergies(pretty sure thats spelled wrong too). But had an amazing time at a murder mystery party being the main investigator, and was close to getting the right answer but didn't have enough information. He also intends to finish polishing an essay for english that is way longer than any essay really has the right to be.","[1, 1, 1, 1, 3, 1, 1, 1, 1, 1]",0.8940541247514988,NotQuote
3107294482636820396,"Sitting Here listening To Lady Gaga C:  School Tomorrow For Columbus Public Kiddies,  Didn't Finish My Art Project, I PRAY Mrs.Boggs Doesnt Kill Me,","[1, 1, 1, 7, 1, 1, 1, 1, 1, 1]",0.8690186143255965,NotQuote
